Sample	ENiClust	Gene	AMP	Segment	linear	complex	ecDNA	Summary
CURTIS_H000548_T01_01_WG01	ic5	PGAP3	YES	NO	NO	YES	NO	Complex-AMP
CURTIS_H000548_T01_01_WG01	ic5	PLXDC1	YES	NO	NO	YES	NO	Complex-AMP
CURTIS_H000548_T01_01_WG01	ic5	PNMT	YES	NO	NO	YES	NO	Complex-AMP
CURTIS_H000548_T01_01_WG01	ic5	PPP1R1B	YES	NO	NO	YES	NO	Complex-AMP
CURTIS_H000548_T01_01_WG01	ic5	RPL19	YES	NO	NO	YES	NO	Complex-AMP
CURTIS_H000548_T01_01_WG01	ic5	STAC2	YES	NO	NO	YES	NO	Complex-AMP
CURTIS_H000548_T01_01_WG01	ic5	STARD3	YES	NO	NO	YES	NO	Complex-AMP
CURTIS_H000548_T01_01_WG01	ic5	TCAP	YES	NO	NO	YES	NO	Complex-AMP
CURTIS_H000547_T01_01_WG01	ic5	ARL5C	NO	NO	NO	NO	NO	NO
CURTIS_H000547_T01_01_WG01	ic5	CACNB1	NO	NO	NO	NO	NO	NO
CURTIS_H000547_T01_01_WG01	ic5	CDK12	NO	NO	NO	YES	NO	NO
CURTIS_H000547_T01_01_WG01	ic5	ERBB2	YES	NO	NO	YES	NO	Complex-AMP
CURTIS_H000547_T01_01_WG01	ic5	FBXL20	NO	NO	NO	NO	NO	NO
CURTIS_H000547_T01_01_WG01	ic5	MED1	NO	NO	NO	YES	NO	NO
CURTIS_H000547_T01_01_WG01	ic5	NEUROD2	YES	NO	NO	YES	NO	Complex-AMP
CURTIS_H000547_T01_01_WG01	ic5	PGAP3	YES	NO	NO	YES	NO	Complex-AMP
CURTIS_H000547_T01_01_WG01	ic5	PLXDC1	NO	NO	NO	NO	NO	NO
CURTIS_H000547_T01_01_WG01	ic5	PNMT	YES	NO	NO	YES	NO	Complex-AMP
CURTIS_H000547_T01_01_WG01	ic5	PPP1R1B	YES	NO	NO	YES	NO	Complex-AMP
CURTIS_H000547_T01_01_WG01	ic5	RPL19	NO	NO	NO	NO	NO	NO
CURTIS_H000547_T01_01_WG01	ic5	STAC2	NO	NO	NO	NO	NO	NO
CURTIS_H000547_T01_01_WG01	ic5	STARD3	YES	NO	NO	YES	NO	Complex-AMP
CURTIS_H000547_T01_01_WG01	ic5	TCAP	YES	NO	NO	YES	NO	Complex-AMP
CURTIS_H000537_T01_01_WG01	ic5	ARL5C	YES	NO	NO	NO	NO	AMP
CURTIS_H000537_T01_01_WG01	ic5	CACNB1	YES	NO	NO	NO	NO	AMP
CURTIS_H000537_T01_01_WG01	ic5	CDK12	YES	NO	NO	NO	NO	AMP
CURTIS_H000537_T01_01_WG01	ic5	ERBB2	YES	NO	NO	NO	NO	AMP
CURTIS_H000537_T01_01_WG01	ic5	FBXL20	YES	NO	NO	NO	NO	AMP
CURTIS_H000537_T01_01_WG01	ic5	MED1	YES	NO	NO	NO	NO	AMP
CURTIS_H000537_T01_01_WG01	ic5	NEUROD2	YES	NO	NO	NO	NO	AMP
CURTIS_H000537_T01_01_WG01	ic5	PGAP3	YES	NO	NO	NO	NO	AMP
CURTIS_H000537_T01_01_WG01	ic5	PLXDC1	YES	NO	NO	NO	NO	AMP
CURTIS_H000537_T01_01_WG01	ic5	PNMT	YES	NO	NO	NO	NO	AMP
CURTIS_H000537_T01_01_WG01	ic5	PPP1R1B	YES	NO	NO	NO	NO	AMP
CURTIS_H000537_T01_01_WG01	ic5	RPL19	YES	NO	NO	NO	NO	AMP
CURTIS_H000537_T01_01_WG01	ic5	STAC2	YES	NO	NO	NO	NO	AMP
CURTIS_H000537_T01_01_WG01	ic5	STARD3	YES	NO	NO	NO	NO	AMP
CURTIS_H000537_T01_01_WG01	ic5	TCAP	YES	NO	NO	NO	NO	AMP
CURTIS_H000530_T01_01_WG01	ic5	ARL5C	YES	NO	NO	NO	YES	ecDNA-AMP
CURTIS_H000530_T01_01_WG01	ic5	CACNB1	YES	NO	NO	NO	YES	ecDNA-AMP
CURTIS_H000530_T01_01_WG01	ic5	CDK12	YES	NO	NO	NO	YES	ecDNA-AMP
CURTIS_H000530_T01_01_WG01	ic5	ERBB2	YES	NO	NO	NO	YES	ecDNA-AMP
CURTIS_H000530_T01_01_WG01	ic5	FBXL20	YES	NO	NO	NO	YES	ecDNA-AMP
CURTIS_H000530_T01_01_WG01	ic5	MED1	YES	NO	NO	NO	YES	ecDNA-AMP
CURTIS_H000530_T01_01_WG01	ic5	NEUROD2	YES	NO	NO	NO	YES	ecDNA-AMP
CURTIS_H000530_T01_01_WG01	ic5	PGAP3	YES	NO	NO	NO	YES	ecDNA-AMP
CURTIS_H000530_T01_01_WG01	ic5	PLXDC1	NO	NO	NO	NO	YES	NO
CURTIS_H000530_T01_01_WG01	ic5	PNMT	YES	NO	NO	NO	YES	ecDNA-AMP
CURTIS_H000530_T01_01_WG01	ic5	PPP1R1B	YES	NO	NO	NO	YES	ecDNA-AMP
CURTIS_H000530_T01_01_WG01	ic5	RPL19	YES	NO	NO	NO	YES	ecDNA-AMP
CURTIS_H000530_T01_01_WG01	ic5	STAC2	YES	NO	NO	NO	YES	ecDNA-AMP
CURTIS_H000530_T01_01_WG01	ic5	STARD3	YES	NO	NO	NO	YES	ecDNA-AMP
CURTIS_H000530_T01_01_WG01	ic5	TCAP	YES	NO	NO	NO	YES	ecDNA-AMP
CURTIS_H000524_T01_01_WG01	ic5	ARL5C	YES	NO	NO	NO	YES	ecDNA-AMP
CURTIS_H000524_T01_01_WG01	ic5	CACNB1	YES	NO	NO	NO	YES	ecDNA-AMP
CURTIS_H000524_T01_01_WG01	ic5	CDK12	YES	NO	NO	NO	YES	ecDNA-AMP
CURTIS_H000524_T01_01_WG01	ic5	ERBB2	YES	NO	NO	NO	YES	ecDNA-AMP
CURTIS_H000524_T01_01_WG01	ic5	FBXL20	YES	NO	NO	NO	YES	ecDNA-AMP
CURTIS_H000524_T01_01_WG01	ic5	MED1	YES	NO	NO	NO	YES	ecDNA-AMP
CURTIS_H000524_T01_01_WG01	ic5	NEUROD2	YES	NO	NO	NO	YES	ecDNA-AMP
CURTIS_H000524_T01_01_WG01	ic5	PGAP3	YES	NO	NO	NO	YES	ecDNA-AMP
CURTIS_H000524_T01_01_WG01	ic5	PLXDC1	YES	NO	NO	NO	YES	ecDNA-AMP
CURTIS_H000524_T01_01_WG01	ic5	PNMT	YES	NO	NO	NO	YES	ecDNA-AMP
CURTIS_H000524_T01_01_WG01	ic5	PPP1R1B	YES	NO	NO	NO	YES	ecDNA-AMP
CURTIS_H000524_T01_01_WG01	ic5	RPL19	YES	NO	NO	NO	YES	ecDNA-AMP
CURTIS_H000524_T01_01_WG01	ic5	STAC2	YES	NO	NO	NO	YES	ecDNA-AMP
CURTIS_H000524_T01_01_WG01	ic5	STARD3	YES	NO	NO	NO	YES	ecDNA-AMP
CURTIS_H000524_T01_01_WG01	ic5	TCAP	YES	NO	NO	NO	YES	ecDNA-AMP
CURTIS_H000523_T01_01_WG01	ic5	ARL5C	YES	NO	NO	NO	NO	AMP
CURTIS_H000523_T01_01_WG01	ic5	CACNB1	YES	NO	NO	NO	NO	AMP
CURTIS_H000523_T01_01_WG01	ic5	CDK12	YES	NO	NO	YES	NO	Complex-AMP
CURTIS_H000523_T01_01_WG01	ic5	ERBB2	YES	NO	NO	YES	NO	Complex-AMP
CURTIS_H000523_T01_01_WG01	ic5	FBXL20	YES	NO	NO	NO	NO	AMP
CURTIS_H000523_T01_01_WG01	ic5	MED1	YES	NO	NO	NO	NO	AMP
CURTIS_H000523_T01_01_WG01	ic5	NEUROD2	YES	NO	NO	YES	NO	Complex-AMP
CURTIS_H000523_T01_01_WG01	ic5	PGAP3	YES	NO	NO	YES	NO	Complex-AMP
CURTIS_H000523_T01_01_WG01	ic5	PLXDC1	YES	NO	NO	NO	NO	AMP
CURTIS_H000523_T01_01_WG01	ic5	PNMT	YES	NO	NO	YES	NO	Complex-AMP
CURTIS_H000523_T01_01_WG01	ic5	PPP1R1B	YES	NO	NO	YES	NO	Complex-AMP
CURTIS_H000523_T01_01_WG01	ic5	RPL19	YES	NO	NO	NO	NO	AMP
CURTIS_H000523_T01_01_WG01	ic5	STAC2	YES	NO	NO	NO	NO	AMP
CURTIS_H000523_T01_01_WG01	ic5	STARD3	YES	NO	NO	YES	NO	Complex-AMP
CURTIS_H000523_T01_01_WG01	ic5	TCAP	YES	NO	NO	YES	NO	Complex-AMP
CURTIS_H000520_T01_01_WG01	ic5	ARL5C	YES	NO	NO	NO	YES	ecDNA-AMP
CURTIS_H000520_T01_01_WG01	ic5	CACNB1	YES	NO	NO	NO	YES	ecDNA-AMP
CURTIS_H000520_T01_01_WG01	ic5	CDK12	YES	NO	NO	NO	YES	ecDNA-AMP
CURTIS_H000520_T01_01_WG01	ic5	ERBB2	YES	NO	NO	NO	YES	ecDNA-AMP
CURTIS_H000520_T01_01_WG01	ic5	FBXL20	YES	NO	NO	NO	YES	ecDNA-AMP
CURTIS_H000520_T01_01_WG01	ic5	MED1	YES	NO	NO	NO	YES	ecDNA-AMP
CURTIS_H000520_T01_01_WG01	ic5	NEUROD2	YES	NO	NO	NO	YES	ecDNA-AMP
CURTIS_H000520_T01_01_WG01	ic5	PGAP3	YES	NO	NO	NO	YES	ecDNA-AMP
CURTIS_H000520_T01_01_WG01	ic5	PLXDC1	YES	NO	NO	NO	YES	ecDNA-AMP
CURTIS_H000520_T01_01_WG01	ic5	PNMT	YES	NO	NO	NO	YES	ecDNA-AMP
CURTIS_H000520_T01_01_WG01	ic5	PPP1R1B	YES	NO	NO	NO	YES	ecDNA-AMP
CURTIS_H000520_T01_01_WG01	ic5	RPL19	YES	NO	NO	NO	YES	ecDNA-AMP
CURTIS_H000520_T01_01_WG01	ic5	STAC2	YES	NO	NO	NO	YES	ecDNA-AMP
CURTIS_H000520_T01_01_WG01	ic5	STARD3	YES	NO	NO	NO	YES	ecDNA-AMP
CURTIS_H000520_T01_01_WG01	ic5	TCAP	YES	NO	NO	NO	YES	ecDNA-AMP
CURTIS_H000502_T01_01_WG01	ic5	ARL5C	YES	NO	NO	NO	YES	ecDNA-AMP
CURTIS_H000502_T01_01_WG01	ic5	CACNB1	YES	NO	NO	NO	YES	ecDNA-AMP
CURTIS_H000502_T01_01_WG01	ic5	CDK12	YES	NO	NO	NO	YES	ecDNA-AMP
CURTIS_H000502_T01_01_WG01	ic5	ERBB2	YES	NO	NO	NO	YES	ecDNA-AMP
CURTIS_H000502_T01_01_WG01	ic5	FBXL20	YES	NO	NO	NO	YES	ecDNA-AMP
CURTIS_H000502_T01_01_WG01	ic5	MED1	YES	NO	NO	NO	YES	ecDNA-AMP
CURTIS_H000502_T01_01_WG01	ic5	NEUROD2	YES	NO	NO	NO	YES	ecDNA-AMP
CURTIS_H000502_T01_01_WG01	ic5	PGAP3	YES	NO	NO	NO	YES	ecDNA-AMP
CURTIS_H000502_T01_01_WG01	ic5	PLXDC1	YES	NO	NO	NO	YES	ecDNA-AMP
CURTIS_H000502_T01_01_WG01	ic5	PNMT	YES	NO	NO	NO	YES	ecDNA-AMP
CURTIS_H000502_T01_01_WG01	ic5	PPP1R1B	YES	NO	NO	NO	YES	ecDNA-AMP
CURTIS_H000502_T01_01_WG01	ic5	RPL19	YES	NO	NO	NO	YES	ecDNA-AMP
CURTIS_H000502_T01_01_WG01	ic5	STAC2	YES	NO	NO	NO	YES	ecDNA-AMP
CURTIS_H000502_T01_01_WG01	ic5	STARD3	YES	NO	NO	NO	YES	ecDNA-AMP
CURTIS_H000502_T01_01_WG01	ic5	TCAP	YES	NO	NO	NO	YES	ecDNA-AMP
CURTIS_H000487_T01_01_WG01	ic5	ARL5C	NO	NO	NO	NO	NO	NO
CURTIS_H000487_T01_01_WG01	ic5	CACNB1	NO	NO	NO	NO	NO	NO
CURTIS_H000487_T01_01_WG01	ic5	CDK12	NO	NO	NO	YES	NO	NO
CURTIS_H000487_T01_01_WG01	ic5	ERBB2	YES	NO	NO	YES	NO	Complex-AMP
CURTIS_H000487_T01_01_WG01	ic5	FBXL20	NO	NO	NO	NO	NO	NO
CURTIS_H000487_T01_01_WG01	ic5	MED1	YES	NO	NO	YES	NO	Complex-AMP
CURTIS_H000487_T01_01_WG01	ic5	NEUROD2	YES	NO	NO	YES	NO	Complex-AMP
CURTIS_H000487_T01_01_WG01	ic5	PGAP3	YES	NO	NO	YES	NO	Complex-AMP
CURTIS_H000487_T01_01_WG01	ic5	PLXDC1	NO	NO	NO	NO	NO	NO
CURTIS_H000487_T01_01_WG01	ic5	PNMT	YES	NO	NO	YES	NO	Complex-AMP
CURTIS_H000487_T01_01_WG01	ic5	PPP1R1B	YES	NO	NO	YES	NO	Complex-AMP
CURTIS_H000487_T01_01_WG01	ic5	RPL19	NO	NO	NO	NO	NO	NO
CURTIS_H000487_T01_01_WG01	ic5	STAC2	NO	NO	NO	NO	NO	NO
CURTIS_H000487_T01_01_WG01	ic5	STARD3	YES	NO	NO	YES	NO	Complex-AMP
CURTIS_H000487_T01_01_WG01	ic5	TCAP	YES	NO	NO	YES	NO	Complex-AMP
CURTIS_H000412_T01_01_WG01	ic5	ARL5C	YES	NO	NO	YES	NO	Complex-AMP
CURTIS_H000412_T01_01_WG01	ic5	CACNB1	YES	NO	NO	YES	NO	Complex-AMP
CURTIS_H000412_T01_01_WG01	ic5	CDK12	YES	NO	NO	YES	NO	Complex-AMP
CURTIS_H000412_T01_01_WG01	ic5	ERBB2	YES	NO	NO	YES	NO	Complex-AMP
CURTIS_H000412_T01_01_WG01	ic5	FBXL20	YES	NO	NO	YES	NO	Complex-AMP
CURTIS_H000412_T01_01_WG01	ic5	MED1	YES	NO	NO	YES	NO	Complex-AMP
CURTIS_H000412_T01_01_WG01	ic5	NEUROD2	YES	NO	NO	YES	NO	Complex-AMP
CURTIS_H000412_T01_01_WG01	ic5	PGAP3	YES	NO	NO	YES	NO	Complex-AMP
CURTIS_H000412_T01_01_WG01	ic5	PLXDC1	YES	NO	NO	YES	NO	Complex-AMP
CURTIS_H000412_T01_01_WG01	ic5	PNMT	YES	NO	NO	YES	NO	Complex-AMP
CURTIS_H000412_T01_01_WG01	ic5	PPP1R1B	YES	NO	NO	YES	NO	Complex-AMP
CURTIS_H000412_T01_01_WG01	ic5	RPL19	YES	NO	NO	YES	NO	Complex-AMP
CURTIS_H000412_T01_01_WG01	ic5	STAC2	YES	NO	NO	YES	NO	Complex-AMP
CURTIS_H000412_T01_01_WG01	ic5	STARD3	YES	NO	NO	YES	NO	Complex-AMP
CURTIS_H000412_T01_01_WG01	ic5	TCAP	YES	NO	NO	YES	NO	Complex-AMP
CURTIS_H000394_T01_01_WG01	ic5	ARL5C	YES	NO	NO	NO	YES	ecDNA-AMP
CURTIS_H000394_T01_01_WG01	ic5	CACNB1	YES	NO	NO	NO	YES	ecDNA-AMP
CURTIS_H000394_T01_01_WG01	ic5	CDK12	YES	NO	NO	NO	YES	ecDNA-AMP
CURTIS_H000394_T01_01_WG01	ic5	ERBB2	YES	NO	NO	NO	YES	ecDNA-AMP
CURTIS_H000394_T01_01_WG01	ic5	FBXL20	YES	NO	NO	NO	YES	ecDNA-AMP
CURTIS_H000394_T01_01_WG01	ic5	MED1	YES	NO	NO	NO	YES	ecDNA-AMP
CURTIS_H000394_T01_01_WG01	ic5	NEUROD2	YES	NO	NO	NO	YES	ecDNA-AMP
CURTIS_H000394_T01_01_WG01	ic5	PGAP3	YES	NO	NO	NO	YES	ecDNA-AMP
CURTIS_H000394_T01_01_WG01	ic5	PLXDC1	YES	NO	NO	NO	YES	ecDNA-AMP
CURTIS_H000394_T01_01_WG01	ic5	PNMT	YES	NO	NO	NO	YES	ecDNA-AMP
CURTIS_H000394_T01_01_WG01	ic5	PPP1R1B	YES	NO	NO	NO	YES	ecDNA-AMP
CURTIS_H000394_T01_01_WG01	ic5	RPL19	YES	NO	NO	NO	YES	ecDNA-AMP
CURTIS_H000394_T01_01_WG01	ic5	STAC2	YES	NO	NO	NO	YES	ecDNA-AMP
CURTIS_H000394_T01_01_WG01	ic5	STARD3	YES	NO	NO	NO	YES	ecDNA-AMP
CURTIS_H000394_T01_01_WG01	ic5	TCAP	YES	NO	NO	NO	YES	ecDNA-AMP
CURTIS_H000393_T01_01_WG01	ic5	ARL5C	YES	NO	NO	NO	NO	AMP
CURTIS_H000393_T01_01_WG01	ic5	CACNB1	YES	NO	NO	NO	NO	AMP
CURTIS_H000393_T01_01_WG01	ic5	CDK12	YES	NO	NO	NO	NO	AMP
CURTIS_H000393_T01_01_WG01	ic5	ERBB2	YES	NO	NO	NO	NO	AMP
CURTIS_H000393_T01_01_WG01	ic5	FBXL20	YES	NO	NO	NO	NO	AMP
CURTIS_H000393_T01_01_WG01	ic5	MED1	YES	NO	NO	NO	NO	AMP
CURTIS_H000393_T01_01_WG01	ic5	NEUROD2	YES	NO	NO	NO	NO	AMP
CURTIS_H000393_T01_01_WG01	ic5	PGAP3	YES	NO	NO	NO	NO	AMP
CURTIS_H000393_T01_01_WG01	ic5	PLXDC1	YES	NO	NO	NO	NO	AMP
CURTIS_H000393_T01_01_WG01	ic5	PNMT	YES	NO	NO	NO	NO	AMP
CURTIS_H000393_T01_01_WG01	ic5	PPP1R1B	YES	NO	NO	NO	NO	AMP
CURTIS_H000393_T01_01_WG01	ic5	RPL19	YES	NO	NO	NO	NO	AMP
CURTIS_H000393_T01_01_WG01	ic5	STAC2	YES	NO	NO	NO	NO	AMP
CURTIS_H000393_T01_01_WG01	ic5	STARD3	YES	NO	NO	NO	NO	AMP
CURTIS_H000393_T01_01_WG01	ic5	TCAP	YES	NO	NO	NO	NO	AMP
CURTIS_H000392_T01_01_WG01	ic5	ARL5C	YES	NO	NO	NO	YES	ecDNA-AMP
CURTIS_H000392_T01_01_WG01	ic5	CACNB1	YES	NO	NO	NO	YES	ecDNA-AMP
CURTIS_H000392_T01_01_WG01	ic5	CDK12	YES	NO	NO	NO	YES	ecDNA-AMP
CURTIS_H000392_T01_01_WG01	ic5	ERBB2	YES	NO	NO	NO	YES	ecDNA-AMP
CURTIS_H000392_T01_01_WG01	ic5	FBXL20	YES	NO	NO	NO	YES	ecDNA-AMP
CURTIS_H000392_T01_01_WG01	ic5	MED1	YES	NO	NO	NO	YES	ecDNA-AMP
CURTIS_H000392_T01_01_WG01	ic5	NEUROD2	YES	NO	NO	NO	YES	ecDNA-AMP
CURTIS_H000392_T01_01_WG01	ic5	PGAP3	YES	NO	NO	NO	YES	ecDNA-AMP
CURTIS_H000392_T01_01_WG01	ic5	PLXDC1	YES	NO	NO	NO	YES	ecDNA-AMP
CURTIS_H000392_T01_01_WG01	ic5	PNMT	YES	NO	NO	NO	YES	ecDNA-AMP
CURTIS_H000392_T01_01_WG01	ic5	PPP1R1B	YES	NO	NO	NO	YES	ecDNA-AMP
CURTIS_H000392_T01_01_WG01	ic5	RPL19	YES	NO	NO	NO	YES	ecDNA-AMP
CURTIS_H000392_T01_01_WG01	ic5	STAC2	YES	NO	NO	NO	YES	ecDNA-AMP
CURTIS_H000392_T01_01_WG01	ic5	STARD3	YES	NO	NO	NO	YES	ecDNA-AMP
CURTIS_H000392_T01_01_WG01	ic5	TCAP	YES	NO	NO	NO	YES	ecDNA-AMP
CURTIS_H000391_T01_01_WG01	ic5	ARL5C	NO	NO	NO	NO	NO	NO
CURTIS_H000391_T01_01_WG01	ic5	CACNB1	NO	NO	NO	NO	NO	NO
CURTIS_H000391_T01_01_WG01	ic5	CDK12	YES	NO	NO	NO	NO	AMP
CURTIS_H000391_T01_01_WG01	ic5	ERBB2	YES	NO	NO	NO	NO	AMP
CURTIS_H000391_T01_01_WG01	ic5	FBXL20	NO	NO	NO	NO	NO	NO
CURTIS_H000391_T01_01_WG01	ic5	MED1	YES	NO	NO	NO	NO	AMP
CURTIS_H000391_T01_01_WG01	ic5	NEUROD2	YES	NO	NO	NO	NO	AMP
CURTIS_H000391_T01_01_WG01	ic5	PGAP3	YES	NO	NO	NO	NO	AMP
CURTIS_H000391_T01_01_WG01	ic5	PLXDC1	NO	NO	NO	NO	NO	NO
CURTIS_H000391_T01_01_WG01	ic5	PNMT	YES	NO	NO	NO	NO	AMP
CURTIS_H000391_T01_01_WG01	ic5	PPP1R1B	YES	NO	NO	NO	NO	AMP
CURTIS_H000391_T01_01_WG01	ic5	RPL19	NO	NO	NO	NO	NO	NO
CURTIS_H000391_T01_01_WG01	ic5	STAC2	NO	NO	NO	NO	NO	NO
CURTIS_H000391_T01_01_WG01	ic5	STARD3	YES	NO	NO	NO	NO	AMP
CURTIS_H000391_T01_01_WG01	ic5	TCAP	YES	NO	NO	NO	NO	AMP
CURTIS_H001442_T01_01_WG01	ic5	ARL5C	YES	NO	NO	NO	NO	AMP
CURTIS_H001442_T01_01_WG01	ic5	CACNB1	YES	NO	NO	NO	YES	ecDNA-AMP
CURTIS_H001442_T01_01_WG01	ic5	CDK12	YES	NO	NO	NO	YES	ecDNA-AMP
CURTIS_H001442_T01_01_WG01	ic5	ERBB2	YES	NO	NO	NO	YES	ecDNA-AMP
CURTIS_H001442_T01_01_WG01	ic5	FBXL20	YES	NO	NO	NO	YES	ecDNA-AMP
CURTIS_H001442_T01_01_WG01	ic5	MED1	YES	NO	NO	NO	YES	ecDNA-AMP
CURTIS_H001442_T01_01_WG01	ic5	NEUROD2	YES	NO	NO	NO	YES	ecDNA-AMP
CURTIS_H001442_T01_01_WG01	ic5	PGAP3	YES	NO	NO	NO	YES	ecDNA-AMP
CURTIS_H001442_T01_01_WG01	ic5	PLXDC1	YES	NO	NO	NO	NO	AMP
CURTIS_H001442_T01_01_WG01	ic5	PNMT	YES	NO	NO	NO	YES	ecDNA-AMP
CURTIS_H001442_T01_01_WG01	ic5	PPP1R1B	YES	NO	NO	NO	YES	ecDNA-AMP
CURTIS_H001442_T01_01_WG01	ic5	RPL19	YES	NO	NO	NO	YES	ecDNA-AMP
CURTIS_H001442_T01_01_WG01	ic5	STAC2	YES	NO	NO	NO	YES	ecDNA-AMP
CURTIS_H001442_T01_01_WG01	ic5	STARD3	YES	NO	NO	NO	YES	ecDNA-AMP
CURTIS_H001442_T01_01_WG01	ic5	TCAP	NA	NO	NO	NO	YES	NA
CURTIS_H001441_T01_01_WG01	ic5	ARL5C	NO	NO	NO	NO	NO	NO
CURTIS_H001441_T01_01_WG01	ic5	CACNB1	NO	NO	NO	NO	NO	NO
CURTIS_H001441_T01_01_WG01	ic5	CDK12	NO	NO	NO	NO	YES	NO
CURTIS_H001441_T01_01_WG01	ic5	ERBB2	YES	NO	NO	NO	YES	ecDNA-AMP
CURTIS_H001441_T01_01_WG01	ic5	FBXL20	NO	NO	NO	NO	NO	NO
CURTIS_H001441_T01_01_WG01	ic5	MED1	NO	NO	NO	NO	NO	NO
CURTIS_H001441_T01_01_WG01	ic5	NEUROD2	NO	NO	NO	NO	YES	NO
CURTIS_H001441_T01_01_WG01	ic5	PGAP3	YES	NO	NO	NO	YES	ecDNA-AMP
CURTIS_H001441_T01_01_WG01	ic5	PLXDC1	NO	NO	NO	NO	NO	NO
CURTIS_H001441_T01_01_WG01	ic5	PNMT	NA	NO	NO	NO	YES	NA
CURTIS_H001441_T01_01_WG01	ic5	PPP1R1B	YES	NO	NO	NO	YES	ecDNA-AMP
CURTIS_H001441_T01_01_WG01	ic5	RPL19	NO	NO	NO	NO	NO	NO
CURTIS_H001441_T01_01_WG01	ic5	STAC2	NO	NO	NO	NO	NO	NO
CURTIS_H001441_T01_01_WG01	ic5	STARD3	YES	NO	NO	NO	YES	ecDNA-AMP
CURTIS_H001441_T01_01_WG01	ic5	TCAP	NA	NO	NO	NO	YES	NA
CURTIS_H001440_T01_01_WG01	ic5	ARL5C	YES	NO	NO	NO	NO	AMP
CURTIS_H001440_T01_01_WG01	ic5	CACNB1	YES	NO	NO	NO	NO	AMP
CURTIS_H001440_T01_01_WG01	ic5	CDK12	YES	NO	NO	NO	YES	ecDNA-AMP
CURTIS_H001440_T01_01_WG01	ic5	ERBB2	YES	NO	NO	NO	YES	ecDNA-AMP
CURTIS_H001440_T01_01_WG01	ic5	FBXL20	YES	NO	NO	NO	NO	AMP
CURTIS_H001440_T01_01_WG01	ic5	MED1	YES	NO	NO	NO	NO	AMP
CURTIS_H001440_T01_01_WG01	ic5	NEUROD2	YES	NO	NO	NO	YES	ecDNA-AMP
CURTIS_H001440_T01_01_WG01	ic5	PGAP3	YES	NO	NO	NO	YES	ecDNA-AMP
CURTIS_H001440_T01_01_WG01	ic5	PLXDC1	YES	NO	NO	NO	YES	ecDNA-AMP
CURTIS_H001440_T01_01_WG01	ic5	PNMT	NA	NO	NO	NO	YES	NA
CURTIS_H001440_T01_01_WG01	ic5	PPP1R1B	YES	NO	NO	NO	YES	ecDNA-AMP
CURTIS_H001440_T01_01_WG01	ic5	RPL19	YES	NO	NO	NO	NO	AMP
CURTIS_H001440_T01_01_WG01	ic5	STAC2	YES	NO	NO	NO	NO	AMP
CURTIS_H001440_T01_01_WG01	ic5	STARD3	YES	NO	NO	NO	YES	ecDNA-AMP
CURTIS_H001440_T01_01_WG01	ic5	TCAP	NA	NO	NO	NO	YES	NA
CURTIS_H001404_T01_01_WG01	ic5	ARL5C	NO	NO	NO	NO	NO	NO
CURTIS_H001404_T01_01_WG01	ic5	CACNB1	NO	NO	NO	NO	YES	NO
CURTIS_H001404_T01_01_WG01	ic5	CDK12	YES	NO	NO	NO	YES	ecDNA-AMP
CURTIS_H001404_T01_01_WG01	ic5	ERBB2	YES	NO	NO	NO	YES	ecDNA-AMP
CURTIS_H001404_T01_01_WG01	ic5	FBXL20	NO	NO	NO	NO	YES	NO
CURTIS_H001404_T01_01_WG01	ic5	MED1	YES	NO	NO	NO	YES	ecDNA-AMP
CURTIS_H001404_T01_01_WG01	ic5	NEUROD2	NA	NO	NO	NO	YES	NA
CURTIS_H001404_T01_01_WG01	ic5	PGAP3	YES	NO	NO	NO	YES	ecDNA-AMP
CURTIS_H001404_T01_01_WG01	ic5	PLXDC1	NO	NO	NO	NO	NO	NO
CURTIS_H001404_T01_01_WG01	ic5	PNMT	NA	NO	NO	NO	YES	NA
CURTIS_H001404_T01_01_WG01	ic5	PPP1R1B	YES	NO	NO	NO	YES	ecDNA-AMP
CURTIS_H001404_T01_01_WG01	ic5	RPL19	NO	NO	NO	NO	YES	NO
CURTIS_H001404_T01_01_WG01	ic5	STAC2	NO	NO	NO	NO	YES	NO
CURTIS_H001404_T01_01_WG01	ic5	STARD3	YES	NO	NO	NO	YES	ecDNA-AMP
CURTIS_H001404_T01_01_WG01	ic5	TCAP	NA	NO	NO	NO	YES	NA
CURTIS_H001401_T01_01_WG01	ic5	ARL5C	NO	NO	NO	NO	NO	NO
CURTIS_H001401_T01_01_WG01	ic5	CACNB1	NO	NO	NO	NO	NO	NO
CURTIS_H001401_T01_01_WG01	ic5	CDK12	YES	NO	NO	NO	YES	ecDNA-AMP
CURTIS_H001401_T01_01_WG01	ic5	ERBB2	YES	NO	NO	NO	YES	ecDNA-AMP
CURTIS_H001401_T01_01_WG01	ic5	FBXL20	NO	NO	NO	NO	YES	NO
CURTIS_H001401_T01_01_WG01	ic5	MED1	YES	NO	NO	NO	YES	ecDNA-AMP
CURTIS_H001401_T01_01_WG01	ic5	NEUROD2	YES	NO	NO	NO	YES	ecDNA-AMP
CURTIS_H001401_T01_01_WG01	ic5	PGAP3	YES	NO	NO	NO	YES	ecDNA-AMP
CURTIS_H001401_T01_01_WG01	ic5	PLXDC1	NO	NO	NO	NO	NO	NO
CURTIS_H001401_T01_01_WG01	ic5	PNMT	YES	NO	NO	NO	YES	ecDNA-AMP
