Sample	ENiClust	Gene	AMP	Segment	linear	complex	ecDNA	Summary
CURTIS_H004164_T01_01_WG01	ic2	UCP2	YES	NO	NO	NO	YES	ecDNA-AMP
CURTIS_H004164_T01_01_WG01	ic2	CHRDL2	YES	NO	NO	NO	YES	ecDNA-AMP
CURTIS_H004164_T01_01_WG01	ic2	MAP6	YES	NO	NO	NO	YES	ecDNA-AMP
CURTIS_H004164_T01_01_WG01	ic2	OMP	YES	NO	NO	NO	YES	ecDNA-AMP
CURTIS_H004164_T01_01_WG01	ic2	PAK1	YES	NO	NO	NO	YES	ecDNA-AMP
CURTIS_H004164_T01_01_WG01	ic2	RSF1	YES	NO	NO	NO	YES	ecDNA-AMP
CURTIS_H004164_T01_01_WG01	ic2	NARS2	YES	NO	NO	NO	YES	ecDNA-AMP
CURTIS_H004117_T01_01_WG01	ic2	FGF3	NA	NO	NO	NO	YES	NA
CURTIS_H004117_T01_01_WG01	ic2	CCND1	NA	NO	NO	NO	YES	NA
CURTIS_H004117_T01_01_WG01	ic2	CTTN	YES	NO	NO	NO	YES	ecDNA-AMP
CURTIS_H004117_T01_01_WG01	ic2	CLPB	YES	NO	NO	NO	YES	ecDNA-AMP
CURTIS_H004117_T01_01_WG01	ic2	P2RY2	NA	NO	NO	NO	NO	NA
CURTIS_H004117_T01_01_WG01	ic2	UCP2	YES	NO	NO	NO	YES	ecDNA-AMP
CURTIS_H004117_T01_01_WG01	ic2	CHRDL2	YES	NO	NO	NO	NO	AMP
CURTIS_H004117_T01_01_WG01	ic2	MAP6	YES	NO	NO	NO	YES	ecDNA-AMP
CURTIS_H004117_T01_01_WG01	ic2	OMP	NA	NO	NO	NO	NO	NA
CURTIS_H004117_T01_01_WG01	ic2	PAK1	YES	NO	NO	NO	YES	ecDNA-AMP
CURTIS_H004117_T01_01_WG01	ic2	RSF1	YES	NO	NO	NO	YES	ecDNA-AMP
CURTIS_H004117_T01_01_WG01	ic2	NARS2	YES	NO	NO	NO	NO	AMP
CURTIS_H004079_T01_01_WG01	ic2	FGF3	YES	NO	YES	NO	NO	AMP
CURTIS_H004079_T01_01_WG01	ic2	CCND1	YES	NO	YES	NO	NO	AMP
CURTIS_H004079_T01_01_WG01	ic2	CTTN	YES	NO	YES	NO	NO	AMP
CURTIS_H004079_T01_01_WG01	ic2	CLPB	NO	NO	YES	NO	NO	NO
CURTIS_H004079_T01_01_WG01	ic2	P2RY2	NO	NO	YES	NO	NO	NO
CURTIS_H004079_T01_01_WG01	ic2	UCP2	YES	NO	YES	NO	NO	AMP
CURTIS_H004079_T01_01_WG01	ic2	CHRDL2	YES	NO	YES	NO	NO	AMP
CURTIS_H004079_T01_01_WG01	ic2	MAP6	YES	NO	YES	NO	NO	AMP
CURTIS_H004079_T01_01_WG01	ic2	OMP	YES	NO	YES	NO	NO	AMP
CURTIS_H004079_T01_01_WG01	ic2	PAK1	YES	NO	YES	NO	NO	AMP
CURTIS_H004079_T01_01_WG01	ic2	RSF1	YES	NO	YES	NO	NO	AMP
CURTIS_H004079_T01_01_WG01	ic2	NARS2	YES	NO	YES	NO	NO	AMP
CURTIS_H004074_T01_01_WG01	ic2	FGF3	YES	NO	NO	NO	YES	ecDNA-AMP
CURTIS_H004074_T01_01_WG01	ic2	CCND1	YES	NO	NO	NO	YES	ecDNA-AMP
CURTIS_H004074_T01_01_WG01	ic2	CTTN	YES	NO	NO	NO	YES	ecDNA-AMP
CURTIS_H004074_T01_01_WG01	ic2	CLPB	NO	NO	NO	NO	YES	NO
CURTIS_H004074_T01_01_WG01	ic2	P2RY2	NO	NO	NO	NO	YES	NO
CURTIS_H004074_T01_01_WG01	ic2	UCP2	YES	NO	NO	NO	YES	ecDNA-AMP
CURTIS_H004074_T01_01_WG01	ic2	CHRDL2	YES	NO	NO	NO	YES	ecDNA-AMP
CURTIS_H004074_T01_01_WG01	ic2	MAP6	YES	NO	NO	NO	YES	ecDNA-AMP
CURTIS_H004074_T01_01_WG01	ic2	OMP	YES	NO	NO	NO	YES	ecDNA-AMP
CURTIS_H004074_T01_01_WG01	ic2	PAK1	YES	NO	NO	NO	YES	ecDNA-AMP
CURTIS_H004074_T01_01_WG01	ic2	RSF1	YES	NO	NO	NO	YES	ecDNA-AMP
CURTIS_H004074_T01_01_WG01	ic2	NARS2	YES	NO	NO	NO	YES	ecDNA-AMP
CURTIS_H004071_T01_01_WG01	ic2	FGF3	YES	NO	NO	NO	YES	ecDNA-AMP
CURTIS_H004071_T01_01_WG01	ic2	CCND1	YES	NO	NO	NO	YES	ecDNA-AMP
CURTIS_H004071_T01_01_WG01	ic2	CTTN	YES	NO	NO	NO	YES	ecDNA-AMP
CURTIS_H004071_T01_01_WG01	ic2	CLPB	NO	NO	NO	NO	YES	NO
CURTIS_H004071_T01_01_WG01	ic2	P2RY2	YES	NO	NO	NO	YES	ecDNA-AMP
CURTIS_H004071_T01_01_WG01	ic2	UCP2	YES	NO	NO	NO	YES	ecDNA-AMP
CURTIS_H004071_T01_01_WG01	ic2	CHRDL2	YES	NO	NO	NO	YES	ecDNA-AMP
CURTIS_H004071_T01_01_WG01	ic2	MAP6	YES	NO	NO	NO	YES	ecDNA-AMP
CURTIS_H004071_T01_01_WG01	ic2	OMP	YES	NO	NO	NO	YES	ecDNA-AMP
CURTIS_H004071_T01_01_WG01	ic2	PAK1	YES	NO	NO	NO	YES	ecDNA-AMP
CURTIS_H004071_T01_01_WG01	ic2	RSF1	YES	NO	NO	NO	YES	ecDNA-AMP
CURTIS_H004071_T01_01_WG01	ic2	NARS2	YES	NO	NO	NO	YES	ecDNA-AMP
CURTIS_H004068_T01_01_WG01	ic2	FGF3	YES	NO	NO	NO	YES	ecDNA-AMP
CURTIS_H004068_T01_01_WG01	ic2	CCND1	YES	NO	NO	NO	YES	ecDNA-AMP
CURTIS_H004068_T01_01_WG01	ic2	CTTN	YES	NO	NO	NO	YES	ecDNA-AMP
CURTIS_H004068_T01_01_WG01	ic2	CLPB	YES	NO	NO	NO	YES	ecDNA-AMP
CURTIS_H004068_T01_01_WG01	ic2	P2RY2	YES	NO	NO	NO	YES	ecDNA-AMP
CURTIS_H004068_T01_01_WG01	ic2	UCP2	YES	NO	NO	NO	YES	ecDNA-AMP
CURTIS_H004068_T01_01_WG01	ic2	CHRDL2	YES	NO	NO	NO	YES	ecDNA-AMP
CURTIS_H004068_T01_01_WG01	ic2	MAP6	YES	NO	NO	NO	YES	ecDNA-AMP
CURTIS_H004068_T01_01_WG01	ic2	OMP	YES	NO	NO	NO	YES	ecDNA-AMP
CURTIS_H004068_T01_01_WG01	ic2	PAK1	YES	NO	NO	NO	YES	ecDNA-AMP
CURTIS_H004068_T01_01_WG01	ic2	RSF1	YES	NO	NO	NO	YES	ecDNA-AMP
CURTIS_H004068_T01_01_WG01	ic2	NARS2	YES	NO	NO	NO	YES	ecDNA-AMP
CURTIS_H004028_T01_01_WG01	ic2	FGF3	YES	NO	NO	NO	YES	ecDNA-AMP
CURTIS_H004028_T01_01_WG01	ic2	CCND1	YES	NO	NO	NO	YES	ecDNA-AMP
CURTIS_H004028_T01_01_WG01	ic2	CTTN	YES	NO	NO	NO	YES	ecDNA-AMP
CURTIS_H004028_T01_01_WG01	ic2	CLPB	YES	NO	NO	NO	YES	ecDNA-AMP
CURTIS_H004028_T01_01_WG01	ic2	P2RY2	NO	NO	NO	NO	NO	NO
CURTIS_H004028_T01_01_WG01	ic2	UCP2	NO	NO	NO	NO	NO	NO
CURTIS_H004028_T01_01_WG01	ic2	CHRDL2	NO	NO	NO	NO	NO	NO
CURTIS_H004028_T01_01_WG01	ic2	MAP6	NO	NO	NO	NO	NO	NO
CURTIS_H004028_T01_01_WG01	ic2	OMP	NA	NO	NO	NO	YES	NA
CURTIS_H004028_T01_01_WG01	ic2	PAK1	YES	NO	NO	NO	YES	ecDNA-AMP
CURTIS_H004028_T01_01_WG01	ic2	RSF1	YES	NO	NO	NO	YES	ecDNA-AMP
CURTIS_H004028_T01_01_WG01	ic2	NARS2	YES	NO	NO	NO	YES	ecDNA-AMP
CURTIS_H004773_T01_01_WG01	ic6	ZNF703	YES	NO	NO	YES	NO	Complex-AMP
CURTIS_H004773_T01_01_WG01	ic6	EIF4EBP1	YES	NO	NO	YES	NO	Complex-AMP
CURTIS_H004773_T01_01_WG01	ic6	LETM2	YES	NO	NO	YES	NO	Complex-AMP
CURTIS_H004773_T01_01_WG01	ic6	STAR	YES	NO	NO	YES	NO	Complex-AMP
CURTIS_H004773_T01_01_WG01	ic6	FGFR1	YES	NO	NO	YES	NO	Complex-AMP
CURTIS_H004773_T01_01_WG01	ic6	NSD3	YES	NO	NO	YES	NO	Complex-AMP
CURTIS_H004769_T01_01_WG01	ic6	ZNF703	YES	NO	NO	NO	NO	AMP
CURTIS_H004769_T01_01_WG01	ic6	EIF4EBP1	YES	NO	NO	NO	NO	AMP
CURTIS_H004769_T01_01_WG01	ic6	LETM2	YES	NO	NO	NO	NO	AMP
CURTIS_H004769_T01_01_WG01	ic6	STAR	YES	NO	NO	NO	NO	AMP
CURTIS_H004769_T01_01_WG01	ic6	FGFR1	YES	NO	NO	NO	NO	AMP
CURTIS_H004769_T01_01_WG01	ic6	NSD3	YES	NO	NO	NO	NO	AMP
CURTIS_H004766_T01_01_WG01	ic6	ZNF703	YES	NO	NO	NO	NO	AMP
CURTIS_H004766_T01_01_WG01	ic6	EIF4EBP1	YES	NO	NO	NO	NO	AMP
CURTIS_H004766_T01_01_WG01	ic6	LETM2	YES	NO	NO	NO	NO	AMP
CURTIS_H004766_T01_01_WG01	ic6	STAR	YES	NO	NO	NO	NO	AMP
CURTIS_H004766_T01_01_WG01	ic6	FGFR1	YES	NO	NO	NO	NO	AMP
CURTIS_H004766_T01_01_WG01	ic6	NSD3	YES	NO	NO	NO	NO	AMP
CURTIS_H004748_T01_01_WG01	ic6	ZNF703	YES	NO	NO	YES	NO	Complex-AMP
CURTIS_H004748_T01_01_WG01	ic6	EIF4EBP1	YES	NO	NO	YES	NO	Complex-AMP
CURTIS_H004748_T01_01_WG01	ic6	LETM2	YES	NO	NO	YES	NO	Complex-AMP
CURTIS_H004748_T01_01_WG01	ic6	STAR	YES	NO	NO	YES	NO	Complex-AMP
CURTIS_H004748_T01_01_WG01	ic6	FGFR1	YES	NO	NO	YES	NO	Complex-AMP
CURTIS_H004748_T01_01_WG01	ic6	NSD3	YES	NO	NO	YES	NO	Complex-AMP
CURTIS_H004741_T01_01_WG01	ic6	ZNF703	YES	NO	NO	NO	NO	AMP
CURTIS_H004741_T01_01_WG01	ic6	EIF4EBP1	YES	NO	NO	NO	NO	AMP
CURTIS_H004741_T01_01_WG01	ic6	LETM2	YES	NO	NO	NO	NO	AMP
CURTIS_H004741_T01_01_WG01	ic6	STAR	YES	NO	NO	NO	NO	AMP
CURTIS_H004741_T01_01_WG01	ic6	FGFR1	YES	NO	NO	NO	NO	AMP
CURTIS_H004741_T01_01_WG01	ic6	NSD3	YES	NO	NO	NO	NO	AMP
CURTIS_H004737_T01_01_WG01	ic6	ZNF703	YES	NO	NO	NO	NO	AMP
CURTIS_H004737_T01_01_WG01	ic6	EIF4EBP1	YES	NO	NO	NO	NO	AMP
CURTIS_H004737_T01_01_WG01	ic6	LETM2	YES	NO	NO	NO	NO	AMP
CURTIS_H004737_T01_01_WG01	ic6	STAR	YES	NO	NO	NO	NO	AMP
CURTIS_H004737_T01_01_WG01	ic6	FGFR1	YES	NO	NO	NO	NO	AMP
CURTIS_H004737_T01_01_WG01	ic6	NSD3	YES	NO	NO	NO	NO	AMP
CURTIS_H004722_T01_01_WG01	ic6	ZNF703	YES	NO	NO	NO	NO	AMP
CURTIS_H004722_T01_01_WG01	ic6	EIF4EBP1	YES	NO	NO	NO	NO	AMP
CURTIS_H004722_T01_01_WG01	ic6	LETM2	YES	NO	NO	NO	NO	AMP
CURTIS_H004722_T01_01_WG01	ic6	STAR	YES	NO	NO	NO	NO	AMP
CURTIS_H004722_T01_01_WG01	ic6	FGFR1	YES	NO	NO	NO	NO	AMP
CURTIS_H004722_T01_01_WG01	ic6	NSD3	YES	NO	NO	NO	NO	AMP
CURTIS_H004649_T02_01_WG01	ic6	ZNF703	YES	NO	NO	NO	YES	ecDNA-AMP
CURTIS_H004649_T02_01_WG01	ic6	EIF4EBP1	YES	NO	NO	NO	YES	ecDNA-AMP
CURTIS_H004649_T02_01_WG01	ic6	LETM2	YES	NO	NO	NO	YES	ecDNA-AMP
CURTIS_H004649_T02_01_WG01	ic6	STAR	YES	NO	NO	NO	YES	ecDNA-AMP
CURTIS_H004649_T02_01_WG01	ic6	FGFR1	YES	NO	NO	NO	YES	ecDNA-AMP
CURTIS_H004649_T02_01_WG01	ic6	NSD3	YES	NO	NO	NO	YES	ecDNA-AMP
CURTIS_H004710_T01_01_WG01	ic6	ZNF703	YES	NO	NO	NO	YES	ecDNA-AMP
CURTIS_H004710_T01_01_WG01	ic6	EIF4EBP1	YES	NO	NO	NO	YES	ecDNA-AMP
CURTIS_H004710_T01_01_WG01	ic6	LETM2	YES	NO	NO	NO	YES	ecDNA-AMP
CURTIS_H004710_T01_01_WG01	ic6	STAR	YES	NO	NO	NO	YES	ecDNA-AMP
CURTIS_H004710_T01_01_WG01	ic6	FGFR1	YES	NO	NO	NO	YES	ecDNA-AMP
CURTIS_H004710_T01_01_WG01	ic6	NSD3	YES	NO	NO	NO	YES	ecDNA-AMP
CURTIS_H004695_T01_01_WG01	ic6	ZNF703	YES	NO	NO	YES	NO	Complex-AMP
CURTIS_H004695_T01_01_WG01	ic6	EIF4EBP1	YES	NO	NO	YES	NO	Complex-AMP
CURTIS_H004695_T01_01_WG01	ic6	LETM2	YES	NO	NO	YES	NO	Complex-AMP
CURTIS_H004695_T01_01_WG01	ic6	STAR	YES	NO	NO	YES	NO	Complex-AMP
CURTIS_H004695_T01_01_WG01	ic6	FGFR1	YES	NO	NO	YES	NO	Complex-AMP
CURTIS_H004695_T01_01_WG01	ic6	NSD3	YES	NO	NO	YES	NO	Complex-AMP
CURTIS_H004686_T01_01_WG01	ic6	ZNF703	YES	NO	NO	NO	YES	ecDNA-AMP
CURTIS_H004686_T01_01_WG01	ic6	EIF4EBP1	YES	NO	NO	NO	YES	ecDNA-AMP
CURTIS_H004686_T01_01_WG01	ic6	LETM2	YES	NO	NO	NO	YES	ecDNA-AMP
CURTIS_H004686_T01_01_WG01	ic6	STAR	YES	NO	NO	NO	YES	ecDNA-AMP
CURTIS_H004686_T01_01_WG01	ic6	FGFR1	YES	NO	NO	NO	YES	ecDNA-AMP
CURTIS_H004686_T01_01_WG01	ic6	NSD3	YES	NO	NO	NO	YES	ecDNA-AMP
CURTIS_H004683_T01_01_WG01	ic6	ZNF703	YES	NO	NO	YES	NO	Complex-AMP
CURTIS_H004683_T01_01_WG01	ic6	EIF4EBP1	YES	NO	NO	YES	NO	Complex-AMP
CURTIS_H004683_T01_01_WG01	ic6	LETM2	YES	NO	NO	YES	NO	Complex-AMP
CURTIS_H004683_T01_01_WG01	ic6	STAR	YES	NO	NO	YES	NO	Complex-AMP
CURTIS_H004683_T01_01_WG01	ic6	FGFR1	YES	NO	NO	YES	NO	Complex-AMP
CURTIS_H004683_T01_01_WG01	ic6	NSD3	YES	NO	NO	YES	NO	Complex-AMP
CURTIS_H004681_T01_01_WG01	ic6	ZNF703	YES	NO	YES	NO	NO	AMP
CURTIS_H004681_T01_01_WG01	ic6	EIF4EBP1	YES	NO	YES	NO	NO	AMP
CURTIS_H004681_T01_01_WG01	ic6	LETM2	YES	NO	YES	NO	NO	AMP
CURTIS_H004681_T01_01_WG01	ic6	STAR	YES	NO	YES	NO	NO	AMP
CURTIS_H004681_T01_01_WG01	ic6	FGFR1	YES	NO	YES	NO	NO	AMP
CURTIS_H004681_T01_01_WG01	ic6	NSD3	YES	NO	YES	NO	NO	AMP
CURTIS_H004669_T01_01_WG01	ic6	ZNF703	YES	NO	NO	NO	NO	AMP
CURTIS_H004669_T01_01_WG01	ic6	EIF4EBP1	YES	NO	NO	NO	NO	AMP
CURTIS_H004669_T01_01_WG01	ic6	LETM2	YES	NO	NO	NO	NO	AMP
CURTIS_H004669_T01_01_WG01	ic6	STAR	YES	NO	NO	NO	NO	AMP
CURTIS_H004669_T01_01_WG01	ic6	FGFR1	YES	NO	NO	NO	NO	AMP
CURTIS_H004669_T01_01_WG01	ic6	NSD3	YES	NO	NO	NO	NO	AMP
CURTIS_H004423_T03_01_WG01	ic6	ZNF703	YES	NO	NO	NO	YES	ecDNA-AMP
CURTIS_H004423_T03_01_WG01	ic6	EIF4EBP1	YES	NO	NO	NO	YES	ecDNA-AMP
CURTIS_H004423_T03_01_WG01	ic6	LETM2	YES	NO	NO	NO	YES	ecDNA-AMP
CURTIS_H004423_T03_01_WG01	ic6	STAR	YES	NO	NO	NO	YES	ecDNA-AMP
CURTIS_H004423_T03_01_WG01	ic6	FGFR1	YES	NO	NO	NO	YES	ecDNA-AMP
CURTIS_H004423_T03_01_WG01	ic6	NSD3	YES	NO	NO	NO	YES	ecDNA-AMP
CURTIS_H004663_T01_01_WG01	ic6	ZNF703	YES	NO	NO	NO	YES	ecDNA-AMP
CURTIS_H004663_T01_01_WG01	ic6	EIF4EBP1	YES	NO	NO	NO	YES	ecDNA-AMP
CURTIS_H004663_T01_01_WG01	ic6	LETM2	YES	NO	NO	NO	YES	ecDNA-AMP
CURTIS_H004663_T01_01_WG01	ic6	STAR	YES	NO	NO	NO	YES	ecDNA-AMP
CURTIS_H004663_T01_01_WG01	ic6	FGFR1	YES	NO	NO	NO	YES	ecDNA-AMP
CURTIS_H004663_T01_01_WG01	ic6	NSD3	YES	NO	NO	NO	YES	ecDNA-AMP
CURTIS_H004641_T01_01_WG01	ic6	ZNF703	YES	NO	NO	NO	NO	AMP
CURTIS_H004641_T01_01_WG01	ic6	EIF4EBP1	YES	NO	NO	NO	NO	AMP
CURTIS_H004641_T01_01_WG01	ic6	LETM2	YES	NO	NO	NO	NO	AMP
CURTIS_H004641_T01_01_WG01	ic6	STAR	YES	NO	NO	NO	NO	AMP
CURTIS_H004641_T01_01_WG01	ic6	FGFR1	YES	NO	NO	NO	NO	AMP
CURTIS_H004641_T01_01_WG01	ic6	NSD3	YES	NO	NO	NO	NO	AMP
CURTIS_H004630_T01_01_WG01	ic6	ZNF703	YES	NO	NO	NO	YES	ecDNA-AMP
CURTIS_H004630_T01_01_WG01	ic6	EIF4EBP1	YES	NO	NO	NO	YES	ecDNA-AMP
CURTIS_H004630_T01_01_WG01	ic6	LETM2	YES	NO	NO	NO	YES	ecDNA-AMP
CURTIS_H004630_T01_01_WG01	ic6	STAR	YES	NO	NO	NO	YES	ecDNA-AMP
CURTIS_H004630_T01_01_WG01	ic6	FGFR1	YES	NO	NO	NO	YES	ecDNA-AMP
CURTIS_H004630_T01_01_WG01	ic6	NSD3	YES	NO	NO	NO	YES	ecDNA-AMP
CURTIS_H004619_T01_01_WG01	ic6	ZNF703	YES	NO	NO	NO	YES	ecDNA-AMP
CURTIS_H004619_T01_01_WG01	ic6	EIF4EBP1	YES	NO	NO	NO	YES	ecDNA-AMP
CURTIS_H004619_T01_01_WG01	ic6	LETM2	YES	NO	NO	NO	YES	ecDNA-AMP
CURTIS_H004619_T01_01_WG01	ic6	STAR	YES	NO	NO	NO	YES	ecDNA-AMP
CURTIS_H004619_T01_01_WG01	ic6	FGFR1	YES	NO	NO	NO	YES	ecDNA-AMP
CURTIS_H004619_T01_01_WG01	ic6	NSD3	YES	NO	NO	NO	YES	ecDNA-AMP
CURTIS_H004606_T01_01_WG01	ic6	ZNF703	YES	NO	NO	NO	YES	ecDNA-AMP
CURTIS_H004606_T01_01_WG01	ic6	EIF4EBP1	YES	NO	NO	NO	YES	ecDNA-AMP
CURTIS_H004606_T01_01_WG01	ic6	LETM2	YES	NO	NO	NO	YES	ecDNA-AMP
CURTIS_H004606_T01_01_WG01	ic6	STAR	YES	NO	NO	NO	YES	ecDNA-AMP
CURTIS_H004606_T01_01_WG01	ic6	FGFR1	YES	NO	NO	NO	YES	ecDNA-AMP
CURTIS_H004606_T01_01_WG01	ic6	NSD3	YES	NO	NO	NO	YES	ecDNA-AMP
CURTIS_H004562_T01_01_WG01	ic6	ZNF703	YES	NO	NO	NO	YES	ecDNA-AMP
CURTIS_H004562_T01_01_WG01	ic6	EIF4EBP1	YES	NO	NO	NO	YES	ecDNA-AMP
CURTIS_H004562_T01_01_WG01	ic6	LETM2	YES	NO	NO	NO	YES	ecDNA-AMP
CURTIS_H004562_T01_01_WG01	ic6	STAR	YES	NO	NO	NO	YES	ecDNA-AMP
CURTIS_H004562_T01_01_WG01	ic6	FGFR1	YES	NO	NO	NO	YES	ecDNA-AMP
CURTIS_H004562_T01_01_WG01	ic6	NSD3	YES	NO	NO	NO	YES	ecDNA-AMP
CURTIS_H004548_T01_01_WG01	ic6	ZNF703	YES	NO	NO	NO	YES	ecDNA-AMP
CURTIS_H004548_T01_01_WG01	ic6	EIF4EBP1	YES	NO	NO	NO	YES	ecDNA-AMP
CURTIS_H004548_T01_01_WG01	ic6	LETM2	YES	NO	NO	NO	YES	ecDNA-AMP
CURTIS_H004548_T01_01_WG01	ic6	STAR	YES	NO	NO	NO	YES	ecDNA-AMP
CURTIS_H004548_T01_01_WG01	ic6	FGFR1	YES	NO	NO	NO	YES	ecDNA-AMP
CURTIS_H004548_T01_01_WG01	ic6	NSD3	YES	NO	NO	NO	YES	ecDNA-AMP
CURTIS_H004523_T01_01_WG01	ic6	ZNF703	YES	NO	NO	NO	YES	ecDNA-AMP
CURTIS_H004523_T01_01_WG01	ic6	EIF4EBP1	YES	NO	NO	NO	YES	ecDNA-AMP
CURTIS_H004523_T01_01_WG01	ic6	LETM2	YES	NO	NO	NO	YES	ecDNA-AMP
CURTIS_H004523_T01_01_WG01	ic6	STAR	YES	NO	NO	NO	YES	ecDNA-AMP
CURTIS_H004523_T01_01_WG01	ic6	FGFR1	YES	NO	NO	NO	YES	ecDNA-AMP
CURTIS_H004523_T01_01_WG01	ic6	NSD3	YES	NO	NO	NO	YES	ecDNA-AMP
CURTIS_H004500_T01_01_WG01	ic6	ZNF703	YES	NO	NO	YES	NO	Complex-AMP
CURTIS_H004500_T01_01_WG01	ic6	EIF4EBP1	YES	NO	NO	YES	NO	Complex-AMP
CURTIS_H004500_T01_01_WG01	ic6	LETM2	YES	NO	NO	YES	NO	Complex-AMP
CURTIS_H004500_T01_01_WG01	ic6	STAR	YES	NO	NO	YES	NO	Complex-AMP
CURTIS_H004500_T01_01_WG01	ic6	FGFR1	YES	NO	NO	YES	NO	Complex-AMP
CURTIS_H004500_T01_01_WG01	ic6	NSD3	YES	NO	NO	YES	NO	Complex-AMP
CURTIS_H004491_T01_01_WG01	ic6	ZNF703	YES	NO	NO	NO	YES	ecDNA-AMP
CURTIS_H004491_T01_01_WG01	ic6	EIF4EBP1	YES	NO	NO	NO	YES	ecDNA-AMP
CURTIS_H004491_T01_01_WG01	ic6	LETM2	YES	NO	NO	NO	YES	ecDNA-AMP
CURTIS_H004491_T01_01_WG01	ic6	STAR	YES	NO	NO	NO	YES	ecDNA-AMP
CURTIS_H004491_T01_01_WG01	ic6	FGFR1	YES	NO	NO	NO	YES	ecDNA-AMP
CURTIS_H004491_T01_01_WG01	ic6	NSD3	YES	NO	NO	NO	YES	ecDNA-AMP
CURTIS_H004485_T01_01_WG01	ic6	ZNF703	YES	NO	NO	NO	NO	AMP
CURTIS_H004485_T01_01_WG01	ic6	EIF4EBP1	NO	NO	NO	NO	NO	NO
CURTIS_H004485_T01_01_WG01	ic6	LETM2	YES	NO	NO	NO	NO	AMP
CURTIS_H004485_T01_01_WG01	ic6	STAR	YES	NO	NO	NO	NO	AMP
CURTIS_H004485_T01_01_WG01	ic6	FGFR1	YES	NO	NO	NO	NO	AMP
CURTIS_H004485_T01_01_WG01	ic6	NSD3	YES	NO	NO	NO	NO	AMP
CURTIS_H004478_T01_01_WG01	ic6	ZNF703	YES	NO	NO	NO	YES	ecDNA-AMP
CURTIS_H004478_T01_01_WG01	ic6	EIF4EBP1	YES	NO	NO	NO	YES	ecDNA-AMP
CURTIS_H004478_T01_01_WG01	ic6	LETM2	YES	NO	NO	NO	YES	ecDNA-AMP
CURTIS_H004478_T01_01_WG01	ic6	STAR	YES	NO	NO	NO	YES	ecDNA-AMP
CURTIS_H004478_T01_01_WG01	ic6	FGFR1	YES	NO	NO	NO	YES	ecDNA-AMP
CURTIS_H004478_T01_01_WG01	ic6	NSD3	YES	NO	NO	NO	YES	ecDNA-AMP
CURTIS_H004477_T01_01_WG01	ic6	ZNF703	NA	NO	NO	NO	YES	NA
CURTIS_H004477_T01_01_WG01	ic6	EIF4EBP1	YES	NO	NO	NO	YES	ecDNA-AMP
CURTIS_H004477_T01_01_WG01	ic6	LETM2	YES	NO	NO	NO	YES	ecDNA-AMP
CURTIS_H004477_T01_01_WG01	ic6	STAR	YES	NO	NO	NO	YES	ecDNA-AMP
CURTIS_H004477_T01_01_WG01	ic6	FGFR1	YES	NO	NO	NO	YES	ecDNA-AMP
CURTIS_H004477_T01_01_WG01	ic6	NSD3	YES	NO	NO	NO	YES	ecDNA-AMP
CURTIS_H004420_T01_01_WG01	ic6	ZNF703	YES	NO	NO	NO	NO	AMP
CURTIS_H004420_T01_01_WG01	ic6	EIF4EBP1	YES	NO	NO	NO	NO	AMP
CURTIS_H004420_T01_01_WG01	ic6	LETM2	YES	NO	NO	NO	NO	AMP
CURTIS_H004420_T01_01_WG01	ic6	STAR	YES	NO	NO	NO	NO	AMP
CURTIS_H004420_T01_01_WG01	ic6	FGFR1	YES	NO	NO	NO	NO	AMP
CURTIS_H004420_T01_01_WG01	ic6	NSD3	YES	NO	NO	NO	NO	AMP
CURTIS_H004414_T01_01_WG01	ic6	ZNF703	NA	NO	NO	NO	NO	NA
CURTIS_H004414_T01_01_WG01	ic6	EIF4EBP1	YES	NO	NO	NO	NO	AMP
CURTIS_H004414_T01_01_WG01	ic6	LETM2	YES	NO	NO	NO	NO	AMP
CURTIS_H004414_T01_01_WG01	ic6	STAR	YES	NO	NO	NO	NO	AMP
CURTIS_H004414_T01_01_WG01	ic6	FGFR1	YES	NO	NO	NO	NO	AMP
CURTIS_H004414_T01_01_WG01	ic6	NSD3	YES	NO	NO	NO	NO	AMP
CURTIS_H004411_T01_01_WG01	ic6	ZNF703	YES	NO	NO	NO	YES	ecDNA-AMP
CURTIS_H004411_T01_01_WG01	ic6	EIF4EBP1	YES	NO	NO	NO	YES	ecDNA-AMP
CURTIS_H004411_T01_01_WG01	ic6	LETM2	YES	NO	NO	NO	YES	ecDNA-AMP
CURTIS_H004411_T01_01_WG01	ic6	STAR	YES	NO	NO	NO	YES	ecDNA-AMP
CURTIS_H004411_T01_01_WG01	ic6	FGFR1	YES	NO	NO	NO	YES	ecDNA-AMP
CURTIS_H004411_T01_01_WG01	ic6	NSD3	YES	NO	NO	NO	YES	ecDNA-AMP
CURTIS_H004410_T01_01_WG01	ic6	ZNF703	YES	NO	NO	NO	YES	ecDNA-AMP
CURTIS_H004410_T01_01_WG01	ic6	EIF4EBP1	YES	NO	NO	NO	YES	ecDNA-AMP
CURTIS_H004410_T01_01_WG01	ic6	LETM2	YES	NO	NO	NO	YES	ecDNA-AMP
CURTIS_H004410_T01_01_WG01	ic6	STAR	YES	NO	NO	NO	YES	ecDNA-AMP
CURTIS_H004410_T01_01_WG01	ic6	FGFR1	YES	NO	NO	NO	YES	ecDNA-AMP
CURTIS_H004410_T01_01_WG01	ic6	NSD3	YES	NO	NO	NO	YES	ecDNA-AMP
CURTIS_H004408_T01_01_WG01	ic6	ZNF703	NA	NO	NO	YES	NO	NA
