Sample	Arc1	Arc2	Arc3	ENiClust	Subgroup
MB-7068	0.721528604103995	0.15749125431472	0.120980141581285	ic9	ER+ High
MB-7069	0.284464535189595	0.582133887677874	0.133401577132531	ic5	HER2+
MB-7070	0.477968905406436	0	0.522031094593564	ic9	ER+ High
MB-7071	0.382612248062845	0.54363001230877	0.0737577396283852	ic3/ic7	ER+ Typical
MB-7072	0.818058255433996	0.101016083571475	0.0809256609945291	ic3/ic7	ER+ Typical
MB-7073	0.554988278383758	0.445011721616242	0	ic5	HER2+
MB-7074	0.0589824139146512	0.929244469339538	0.0117731167458109	ic4ER+	ER+ Typical
MB-7075	0.148204380879294	0.851795619120706	0	ic4ER+	ER+ Typical
MB-7076	0.0419059241480568	0.920399757841732	0.0376943180102114	ic3/ic7	ER+ Typical
MB-7077	0.269111247597516	0.41645638693734	0.314432365465145	ic3/ic7	ER+ Typical
MB-7078	0.052695611758719	0.924240660758386	0.0230637274828949	ic4ER-	IC4ER-
MB-7079	0.514960542600733	0.156079545528623	0.328959911870644	ic4ER+	ER+ Typical
MB-7080	0.0164599928423829	0.84824084467489	0.135299162482727	ic8	ER+ Typical
MB-7081	0.0727995229656868	0.927200477034313	0	ic4ER-	IC4ER-
MB-7082	0.461069224445343	0.0523691624087815	0.486561613145876	ic5	HER2+
MB-7083	0.0364873256168246	0.69368733802531	0.269825336357866	ic9	ER+ High
MB-7084	0.49030157115514	0.295774056612461	0.213924372232398	ic10	IC10
MB-7085	0	0.697851709664249	0.302148290335751	ic3/ic7	ER+ Typical
MB-7086	0.0193608369189173	0.607670930713185	0.372968232367897	ic9	ER+ High
MB-7087	0.969175944269346	0.0308240557306542	0	ic10	IC10
MB-7088	0.423038298743338	0.0977610240772633	0.479200677179399	ic5	HER2+
MB-7089	0.644240409219335	0.209093639042631	0.146665951738035	ic10	IC10
MB-7090	0.327869448768334	0	0.672130551231666	ic10	IC10
MB-7091	0.318611007098075	0.367440260520115	0.313948732381809	ic3/ic7	ER+ Typical
MB-7092	0.246117359942863	0.0105360439826188	0.743346596074518	ic1	ER+ High
MB-7093	0.0405084247080338	0.892426255265624	0.0670653200263418	ic3/ic7	ER+ Typical
MB-7094	0	0.672442383780065	0.327557616219935	ic9	ER+ High
MB-7095	0	0.6794209154495	0.3205790845505	ic3/ic7	ER+ Typical
MB-7096	0.141963137935579	0.858036862064421	0	ic3/ic7	ER+ Typical
MB-7097	0.825378685896187	0.0803606567214321	0.0942606573823812	ic8	ER+ Typical
MB-7099	0.0126514979694781	0.608875585427915	0.378472916602607	ic9	ER+ High
MB-7100	0.0542653730543732	0.893000147118934	0.0527344798266925	ic3/ic7	ER+ Typical
