Samples	SV32A	SV32B	SV32C	SV32D	SV32E	SV32F
CURTIS_H004769_T01_01_WG01	42	17	16	5	2	3
CURTIS_H004750_T01_01_WG01	117	81	66	37	0	7
CURTIS_H001540_T01_01_WG01	2	11	0	0	0	1
CURTIS_H004324_T01_01_WG01	36	5	0	6	0	0
CURTIS_H004760_T01_01_WG01	55	49	39	32	0	23
CURTIS_H004091_T01_01_WG01	19	0	0	1	0	1
CURTIS_H004460_T01_01_WG01	19	48	13	29	0	8
CURTIS_H004025_T01_01_WG01	1	106	29	107	588	0
CURTIS_H004170_T01_01_WG01	52	27	12	23	0	5
CURTIS_H004306_T01_01_WG01	27	47	27	16	0	12
CURTIS_H004370_T01_01_WG01	24	19	5	13	4	7
CURTIS_H001452_T01_01_WG01	14	19	38	8	0	1
CURTIS_H000520_T01_01_WG01	103	4	40	18	0	0
CURTIS_H001647_T01_01_WG01	75	70	35	34	0	21
CURTIS_H004240_T01_01_WG01	74	32	9	21	7	84
CURTIS_H004417_T01_01_WG01	40	12	69	5	0	1
CURTIS_H001437_T01_01_WG01	4	7	21	0	0	1
CURTIS_H004527_T01_01_WG01	0	119	7	27	142	10
CURTIS_H000380_T01_01_WG01	32	55	5	69	2	7
CURTIS_H001691_T01_01_WG01	2	12	15	3	0	4
CURTIS_H000441_T01_01_WG01	0	1	0	0	0	0
CURTIS_H001482_T01_01_WG01	43	69	29	51	11	14
CURTIS_H004069_T01_01_WG01	47	55	32	26	3	5
CURTIS_H004544_T01_01_WG01	29	83	12	1	1	7
CURTIS_H004566_T01_01_WG01	55	165	76	9	7	6
CURTIS_H004520_T01_01_WG01	13	8	0	17	3	2
CURTIS_H004375_T01_01_WG01	183	86	227	18	22	162
CURTIS_H004058_T01_01_WG01	111	31	24	16	16	10
CURTIS_H004004_T01_01_WG01	92	35	1	60	7	6
CURTIS_H004691_T01_01_WG01	12	17	2	0	0	0
CURTIS_H003224_T01_01_WG01	133	241	133	77	7	14
CURTIS_H001738_T01_01_WG01	4	2	7	2	0	0
CURTIS_H000510_T01_01_WG01	110	37	18	219	0	34
CURTIS_H004606_T01_01_WG01	132	30	33	21	1	10
CURTIS_H000554_T01_01_WG01	4	34	0	9	3	5
CURTIS_H001571_T01_01_WG01	0	13	0	8	2	1
CURTIS_H000581_T01_01_WG01	150	38	12	44	0	0
CURTIS_H004074_T01_01_WG01	47	26	0	2	0	6
CURTIS_H001715_T01_01_WG01	212	223	330	0	5	16
CURTIS_H004382_T01_01_WG01	78	73	49	53	0	20
CURTIS_H000471_T01_01_WG01	3	11	2	2	0	0
CURTIS_H004734_T01_01_WG01	18	35	20	6	0	6
CURTIS_H000463_T01_01_WG01	104	1	157	47	0	2
CURTIS_H004311_T01_01_WG01	56	61	35	85	6	7
CURTIS_H001552_T01_01_WG01	0	4	0	0	1	2
CURTIS_H002065_T01_01_WG01	0	64	0	24	89	30
CURTIS_H002088_T01_01_WG01	0	73	0	75	176	33
CURTIS_H001616_T01_01_WG01	10	26	3	7	7	1
CURTIS_H000547_T01_01_WG01	9	31	11	8	4	2
CURTIS_H004645_T01_01_WG01	30	44	3	11	0	19
CURTIS_H004434_T01_01_WG01	11	33	14	21	6	13
CURTIS_H000730_T01_01_WG01	0	25	0	59	126	80
CURTIS_H001479_T01_01_WG01	246	141	239	68	0	19
CURTIS_H004051_T01_01_WG01	9	55	3	93	16	40
CURTIS_H004775_T01_01_WG01	6	0	2	2	0	0
CURTIS_H004137_T01_01_WG01	0	8	0	7	1	0
CURTIS_H001481_T01_01_WG01	1	3	0	0	0	0
CURTIS_H004665_T01_01_WG01	1	18	0	0	0	0
CURTIS_H001432_T01_01_WG01	103	26	19	1	0	7
CURTIS_H004029_T01_01_WG01	13	101	17	98	181	69
CURTIS_H004066_T01_01_WG01	60	149	49	33	3	7
CURTIS_H001517_T01_01_WG01	0	8	0	0	0	0
CURTIS_H002029_T01_01_WG01	0	71	0	36	197	18
CURTIS_H001444_T01_01_WG01	21	11	4	0	0	6
CURTIS_H004060_T01_01_WG01	103	115	76	17	2	4
CURTIS_H004121_T01_01_WG01	25	86	9	23	61	34
CURTIS_H004493_T01_01_WG01	18	91	16	29	0	11
CURTIS_H004639_T01_01_WG01	13	5	8	0	0	2
CURTIS_H004628_T01_01_WG01	280	83	96	32	1	1
CURTIS_H004568_T01_01_WG01	6	109	19	38	0	325
CURTIS_H004184_T01_01_WG01	66	51	71	0	0	1
CURTIS_H000562_T01_01_WG01	0	15	5	126	25	7
CURTIS_H000435_T01_01_WG01	29	233	126	0	5	0
CURTIS_H001693_T01_01_WG01	134	30	36	2	1	17
CURTIS_H004268_T01_01_WG01	202	27	70	11	0	27
CURTIS_H004379_T01_01_WG01	0	53	0	53	69	24
CURTIS_H001518_T01_01_WG01	52	0	0	0	0	0
CURTIS_H004326_T02_01_WG01	13	66	15	132	0	14
CURTIS_H004318_T01_01_WG01	23	60	19	95	25	12
CURTIS_H004257_T01_01_WG01	0	0	0	0	0	1
CURTIS_H001598_T01_01_WG01	0	69	0	71	47	25
CURTIS_H004097_T01_01_WG01	15	44	20	9	1	12
CURTIS_H001392_T01_01_WG01	26	18	45	6	0	1
CURTIS_H000438_T01_01_WG01	26	15	26	5	1	2
CURTIS_H004577_T01_01_WG01	5	23	0	0	0	5
CURTIS_H001465_T01_01_WG01	56	63	57	0	3	6
CURTIS_H004631_T01_01_WG01	118	11	124	0	0	17
CURTIS_H001730_T01_01_WG01	87	11	98	19	0	4
CURTIS_H004364_T01_01_WG01	25	47	11	44	0	24
CURTIS_H002055_T01_01_WG01	2	31	0	99	0	1
CURTIS_H002048_T01_01_WG01	5	75	0	85	3	6
CURTIS_H004611_T01_01_WG01	0	156	0	245	16	0
CURTIS_H004705_T01_01_WG01	0	91	0	35	140	70
CURTIS_H004182_T01_01_WG01	23	43	30	16	0	12
CURTIS_H001558_T01_01_WG01	44	46	13	13	1	27
CURTIS_H001478_T01_01_WG01	130	0	139	11	7	8
CURTIS_H004053_T01_01_WG01	72	45	2	9	0	5
CURTIS_H004637_T01_01_WG01	293	125	92	3	0	19
CURTIS_H004423_T01_01_WG01	43	95	24	33	0	8
CURTIS_H001742_T01_01_WG01	183	57	42	13	0	11
CURTIS_H000460_T01_01_WG01	37	40	21	10	0	6
CURTIS_H000470_T01_01_WG01	16	6	16	1	0	0
CURTIS_H002091_T01_01_WG01	15	75	15	37	3	4
CURTIS_H001608_T01_01_WG01	1	0	0	3	4	0
CURTIS_H004565_T01_01_WG01	50	13	4	53	1	25
CURTIS_H004616_T01_01_WG01	0	58	3	161	0	178
CURTIS_H004701_T01_01_WG01	71	24	85	0	0	6
CURTIS_H004365_T01_01_WG01	0	68	5	86	1	1
CURTIS_H001541_T01_01_WG01	47	0	7	9	0	1
CURTIS_H004291_T01_01_WG01	119	40	82	15	0	2
CURTIS_H004753_T01_01_WG01	54	22	4	12	9	12
CURTIS_H004437_T01_01_WG01	28	141	38	91	8	24
CURTIS_H004217_T01_01_WG01	4	28	9	0	1	0
CURTIS_H001631_T01_01_WG01	115	15	91	6	0	0
CURTIS_H001563_T01_01_WG01	0	1	0	0	0	0
CURTIS_H004070_T01_01_WG01	74	44	44	14	1	0
CURTIS_H000432_T01_01_WG01	56	4	12	1	0	0
CURTIS_H001679_T01_01_WG01	0	22	0	36	5	0
CURTIS_H000498_T01_01_WG01	0	70	0	45	5	1
CURTIS_H004180_T01_01_WG01	147	16	83	5	0	5
CURTIS_H004702_T01_01_WG01	26	90	17	13	3	5
CURTIS_H004078_T01_01_WG01	47	10	77	0	0	0
CURTIS_H000511_T01_01_WG01	85	133	57	25	138	90
CURTIS_H004084_T01_01_WG01	87	27	6	18	16	10
CURTIS_H004571_T01_01_WG01	21	28	2	63	324	115
CURTIS_H001607_T01_01_WG01	0	35	0	11	156	35
CURTIS_H004134_T01_01_WG01	0	90	1	117	18	11
CURTIS_H004350_T01_01_WG01	0	21	0	5	0	5
CURTIS_H002089_T01_01_WG01	0	11	0	0	0	0
CURTIS_H001721_T01_01_WG01	18	28	64	2	1	5
CURTIS_H000538_T01_01_WG01	0	23	0	77	0	1
CURTIS_H001569_T01_01_WG01	0	2	0	1	0	0
CURTIS_H001678_T01_01_WG01	159	24	121	0	0	0
CURTIS_H004778_T01_01_WG01	5	6	10	13	1	0
CURTIS_H000500_T01_01_WG01	1	12	20	14	6	12
CURTIS_H004333_T01_01_WG01	6	24	1	18	0	52
CURTIS_H004745_T01_01_WG01	104	152	89	106	3	22
CURTIS_H000490_T01_01_WG01	29	12	3	0	0	0
CURTIS_H004692_T01_01_WG01	8	12	21	0	0	0
CURTIS_H001543_T01_01_WG01	0	6	0	0	0	0
CURTIS_H004706_T01_01_WG01	0	27	2	84	20	10
CURTIS_H001634_T01_01_WG01	42	46	48	2	0	6
CURTIS_H004634_T01_01_WG01	131	33	154	14	0	7
CURTIS_H000590_T01_01_WG01	0	112	0	101	398	17
CURTIS_H004174_T01_01_WG01	2	29	0	14	0	15
CURTIS_H004124_T01_01_WG01	59	10	17	2	1	4
CURTIS_H004167_T01_01_WG01	264	0	413	30	1	4
CURTIS_H002083_T01_01_WG01	17	0	0	17	1	2
CURTIS_H004664_T01_01_WG01	8	26	3	3	0	1
CURTIS_H004385_T01_01_WG01	6	17	11	1	0	5
CURTIS_H000474_T01_01_WG01	40	22	54	6	2	5
CURTIS_H003222_T01_01_WG01	55	27	26	6	0	10
CURTIS_H004511_T01_01_WG01	0	87	0	112	4	0
CURTIS_H004679_T01_01_WG01	0	7	0	5	0	1
CURTIS_H001632_T01_01_WG01	0	20	0	15	8	14
CURTIS_H004016_T01_01_WG01	39	3	0	6	1	1
CURTIS_H000476_T01_01_WG01	0	6	0	1	0	1
CURTIS_H001739_T01_01_WG01	1	15	0	10	0	14
CURTIS_H004448_T01_01_WG01	0	26	0	121	19	6
CURTIS_H001745_T01_01_WG01	10	12	12	2	0	11
CURTIS_H000540_T01_01_WG01	0	159	19	233	32	128
CURTIS_H004030_T01_01_WG01	33	27	4	27	3	1
CURTIS_H001534_T01_01_WG01	36	23	49	0	0	3
CURTIS_H004146_T01_01_WG01	264	19	13	3	0	0
CURTIS_H004556_T01_01_WG01	8	21	41	2	0	3
CURTIS_H001429_T01_01_WG01	90	12	26	4	5	0
CURTIS_H004716_T01_01_WG01	60	6	0	7	1	2
CURTIS_H004561_T01_01_WG01	3	14	20	0	0	0
CURTIS_H001596_T01_01_WG01	81	0	0	7	0	0
CURTIS_H004351_T01_01_WG01	254	10	47	28	0	18
CURTIS_H004186_T01_01_WG01	11	0	3	0	0	4
CURTIS_H004273_T01_01_WG01	5	29	9	17	2	9
CURTIS_H001726_T01_01_WG01	0	8	0	0	0	0
CURTIS_H001577_T01_01_WG01	7	2	2	1	0	0
CURTIS_H000450_T01_01_WG01	7	8	0	1	0	1
CURTIS_H004194_T01_01_WG01	0	150	30	174	52	18
CURTIS_H001746_T01_01_WG01	13	18	3	15	0	6
CURTIS_H004467_T01_01_WG01	0	76	27	198	15	17
CURTIS_H004770_T01_01_WG01	9	20	10	7	0	0
CURTIS_H002071_T01_01_WG01	10	12	0	0	0	0
CURTIS_H004500_T01_01_WG01	1	63	6	2	1	4
CURTIS_H004531_T01_01_WG01	0	21	2	12	516	62
CURTIS_H004093_T01_01_WG01	91	84	71	58	0	43
CURTIS_H000532_T01_01_WG01	83	160	148	13	5	31
CURTIS_H004193_T01_01_WG01	138	109	58	41	2	6
CURTIS_H004695_T01_01_WG01	160	17	30	13	2	13
CURTIS_H001614_T01_01_WG01	0	120	0	127	6	0
CURTIS_H004315_T01_01_WG01	24	220	13	73	477	92
CURTIS_H004540_T01_01_WG01	7	7	0	2	0	0
CURTIS_H001643_T01_01_WG01	0	0	0	0	240	8
CURTIS_H000580_T01_01_WG01	0	31	0	112	55	21
CURTIS_H004265_T01_01_WG01	179	11	59	11	4	4
CURTIS_H004241_T01_01_WG01	58	41	16	0	2	4
CURTIS_H000448_T01_01_WG01	28	8	3	14	0	22
CURTIS_H004162_T01_01_WG01	29	7	1	0	0	2
CURTIS_H004563_T01_01_WG01	138	56	46	21	0	6
CURTIS_H004179_T01_01_WG01	220	59	138	43	0	10
CURTIS_H000583_T01_01_WG01	86	38	42	51	0	26
CURTIS_H004045_T01_01_WG01	0	11	0	1	0	0
CURTIS_H001430_T01_01_WG01	0	0	0	0	0	1
CURTIS_H001629_T01_01_WG01	44	0	1	4	8	16
CURTIS_H003221_T01_01_WG01	57	221	85	273	0	95
CURTIS_H001454_T01_01_WG01	1	20	0	1	4	18
CURTIS_H004472_T01_01_WG01	0	18	0	35	4	8
CURTIS_H000381_T01_01_WG01	0	28	0	29	52	6
CURTIS_H004108_T01_01_WG01	486	158	105	3	0	12
CURTIS_H004139_T01_01_WG01	0	118	45	135	21	23
CURTIS_H004594_T01_01_WG01	77	72	24	0	0	2
CURTIS_H004353_T01_01_WG01	60	4	79	13	0	0
CURTIS_H001682_T01_01_WG01	227	30	82	15	0	14
CURTIS_H001671_T01_01_WG01	13	6	4	0	0	0
CURTIS_H004601_T01_01_WG01	52	18	3	14	2	1
CURTIS_H004215_T01_01_WG01	28	22	33	9	1	1
CURTIS_H001731_T01_01_WG01	29	13	0	1	0	1
CURTIS_H004183_T01_01_WG01	45	10	12	0	0	1
CURTIS_H000499_T01_01_WG01	0	91	0	86	290	31
CURTIS_H004529_T01_01_WG01	86	110	35	22	2	11
CURTIS_H004737_T01_01_WG01	28	29	1	17	0	3
CURTIS_H001713_T01_01_WG01	9	13	2	3	0	4
CURTIS_H004490_T01_01_WG01	107	48	15	12	1	0
CURTIS_H004360_T01_01_WG01	121	38	148	30	0	11
CURTIS_H004381_T01_01_WG01	85	35	65	18	5	37
CURTIS_H001620_T01_01_WG01	43	34	46	18	0	3
CURTIS_H004287_T01_01_WG01	20	3	4	4	1	3
CURTIS_H004666_T01_01_WG01	83	11	49	23	0	9
CURTIS_H004386_T01_01_WG01	0	4	0	2	0	2
CURTIS_H002095_T01_01_WG01	0	150	8	0	326	0
CURTIS_H001499_T01_01_WG01	5	20	5	5	5	7
CURTIS_H004145_T01_01_WG01	16	87	2	25	0	72
CURTIS_H004407_T01_01_WG01	18	85	13	203	7	29
CURTIS_H001521_T01_01_WG01	1	10	0	0	0	0
CURTIS_H001489_T01_01_WG01	124	167	162	0	4	7
CURTIS_H004439_T01_01_WG01	32	0	18	6	0	0
CURTIS_H004203_T01_01_WG01	96	22	21	3	0	5
CURTIS_H004256_T01_01_WG01	139	149	150	82	3	15
CURTIS_H004609_T01_01_WG01	18	30	21	12	0	24
CURTIS_H004369_T01_01_WG01	159	33	58	20	0	2
CURTIS_H004646_T01_01_WG01	0	81	0	4	3	4
CURTIS_H001677_T01_01_WG01	0	12	0	5	2	0
CURTIS_H000496_T01_01_WG01	15	20	1	4	0	0
CURTIS_H004168_T01_01_WG01	58	45	80	24	2	0
CURTIS_H000588_T01_01_WG01	55	20	0	36	0	36
CURTIS_H001515_T01_01_WG01	6	9	6	6	0	8
CURTIS_H001391_T01_01_WG01	51	0	6	3	0	9
CURTIS_H002030_T01_01_WG01	87	70	14	61	47	8
CURTIS_H004300_T01_01_WG01	0	134	21	159	64	165
CURTIS_H001657_T01_01_WG01	0	21	0	15	12	4
CURTIS_H001615_T01_01_WG01	0	3	0	0	0	0
CURTIS_H001407_T01_01_WG01	2	9	0	6	0	1
CURTIS_H004321_T01_01_WG01	128	23	21	25	0	20
CURTIS_H004246_T01_01_WG01	137	56	41	11	56	74
CURTIS_H001528_T01_01_WG01	53	50	72	7	3	5
CURTIS_H004165_T01_01_WG01	0	28	0	0	3	1
CURTIS_H004352_T01_01_WG01	16	62	29	78	0	13
CURTIS_H004024_T01_01_WG01	68	32	26	20	2	10
CURTIS_H004115_T02_01_WG01	31	56	27	48	5	8
CURTIS_H004099_T01_01_WG01	47	22	4	0	1	0
CURTIS_H000440_T01_01_WG01	0	2	0	0	0	0
CURTIS_H004325_T01_01_WG01	0	163	23	106	27	17
CURTIS_H004266_T01_01_WG01	19	329	147	59	6	18
CURTIS_H004244_T01_01_WG01	57	114	120	18	4	5
CURTIS_H004405_T01_01_WG01	23	9	21	2	0	0
CURTIS_H004063_T01_01_WG01	36	83	29	150	45	38
CURTIS_H001583_T01_01_WG01	2	19	7	0	3	1
CURTIS_H000566_T01_01_WG01	3	6	0	5	0	8
CURTIS_H004175_T01_01_WG01	29	37	7	9	2	24
CURTIS_H004707_T01_01_WG01	1	8	0	1	0	0
CURTIS_H001520_T01_01_WG01	54	136	37	5	0	25
CURTIS_H004223_T01_01_WG01	5	15	4	0	0	0
CURTIS_H004547_T01_01_WG01	142	91	118	16	9	16
CURTIS_H000571_T01_01_WG01	0	58	4	61	36	35
CURTIS_H001527_T01_01_WG01	15	0	8	0	0	0
CURTIS_H001627_T01_01_WG01	148	61	151	9	0	3
CURTIS_H004128_T02_01_WG01	0	2	0	7	2	1
CURTIS_H004728_T01_01_WG01	347	86	94	73	6	35
CURTIS_H001659_T01_01_WG01	0	31	77	0	2	2
CURTIS_H004113_T01_01_WG01	9	70	20	8	3	17
CURTIS_H001531_T01_01_WG01	28	13	6	3	1	0
CURTIS_H004569_T01_01_WG01	89	0	11	1	0	0
CURTIS_H004528_T01_01_WG01	0	88	0	142	3	6
CURTIS_H000451_T01_01_WG01	0	54	28	63	0	37
CURTIS_H004309_T01_01_WG01	53	62	31	0	0	2
CURTIS_H004147_T01_01_WG01	241	187	165	22	13	33
CURTIS_H000386_T01_01_WG01	1	2	0	24	14	16
CURTIS_H001405_T01_01_WG01	0	9	0	0	0	0
CURTIS_H000417_T01_01_WG01	0	6	0	4	0	1
CURTIS_H000524_T01_01_WG01	358	16	15	30	3	3
CURTIS_H001660_T01_01_WG01	0	94	3	0	279	104
CURTIS_H000382_T01_01_WG01	0	32	0	67	3	6
CURTIS_H004327_T01_01_WG01	112	44	22	38	0	14
CURTIS_H004261_T01_01_WG01	6	27	0	0	0	4
CURTIS_H004576_T01_01_WG01	45	50	2	2	7	29
CURTIS_H004552_T01_01_WG01	213	80	114	0	3	0
CURTIS_H004494_T01_01_WG01	69	38	132	8	0	13
CURTIS_H004397_T01_01_WG01	15	141	22	43	84	112
CURTIS_H000486_T01_01_WG01	9	1	0	0	0	1
CURTIS_H004288_T01_01_WG01	0	10	0	2	0	0
CURTIS_H004644_T01_01_WG01	113	59	123	14	0	11
CURTIS_H001406_T01_01_WG01	5	28	0	5	0	0
CURTIS_H001513_T01_01_WG01	0	3	18	2	1	0
CURTIS_H004159_T01_01_WG01	13	90	35	54	1	19
CURTIS_H000392_T01_01_WG01	26	0	0	0	0	0
CURTIS_H000458_T01_01_WG01	18	14	1	0	0	2
CURTIS_H004071_T01_01_WG01	118	18	45	5	0	5
CURTIS_H004107_T01_01_WG01	0	100	7	26	4	81
CURTIS_H004021_T01_01_WG01	0	76	0	67	11	1
CURTIS_H004015_T01_01_WG01	193	50	20	11	2	12
CURTIS_H001535_T01_01_WG01	16	10	13	3	0	3
CURTIS_H004676_T01_01_WG01	0	148	41	174	47	29
CURTIS_H001463_T01_01_WG01	70	3	1	6	2	0
CURTIS_H004649_T02_01_WG01	21	13	15	6	1	9
CURTIS_H004173_T01_01_WG01	0	70	29	0	3	2
CURTIS_H001438_T01_01_WG01	50	0	83	0	0	0
CURTIS_H001658_T01_01_WG01	97	147	166	0	2	5
CURTIS_H004133_T01_01_WG01	37	36	8	21	0	5
CURTIS_H004356_T01_01_WG01	205	45	0	15	10	66
CURTIS_H001471_T01_01_WG01	54	19	2	2	0	4
CURTIS_H004115_T01_01_WG01	34	46	32	32	5	10
CURTIS_H000443_T01_01_WG01	6	33	16	6	0	9
CURTIS_H001519_T01_01_WG01	91	54	52	6	0	27
CURTIS_H004408_T01_01_WG01	45	82	9	35	0	4
CURTIS_H001646_T01_01_WG01	49	3	1	0	0	0
CURTIS_H004431_T01_01_WG01	0	73	3	164	0	174
CURTIS_H004022_T01_01_WG01	0	78	15	95	26	13
CURTIS_H000591_T01_01_WG01	37	37	18	7	0	18
CURTIS_H004401_T01_01_WG01	6	131	4	0	378	19
CURTIS_H004056_T01_01_WG01	0	2	0	3	2	1
CURTIS_H004621_T01_01_WG01	17	41	35	18	0	14
CURTIS_H001455_T01_01_WG01	14	15	37	3	0	0
CURTIS_H001675_T01_01_WG01	162	0	280	0	0	3
CURTIS_H001508_T01_01_WG01	0	1	0	0	0	0
CURTIS_H004088_T01_01_WG01	136	133	34	2	3	17
CURTIS_H004659_T01_01_WG01	6	30	19	0	1	1
CURTIS_H004117_T01_01_WG01	60	50	41	7	0	15
CURTIS_H004510_T01_01_WG01	23	26	3	91	6	35
CURTIS_H000464_T01_01_WG01	0	9	12	0	1	0
CURTIS_H004384_T01_01_WG01	13	12	7	62	6	11
CURTIS_H004597_T01_01_WG01	5	54	5	0	538	60
CURTIS_H004164_T01_01_WG01	97	4	63	21	0	10
CURTIS_H004175_T02_01_WG01	32	34	7	7	3	22
CURTIS_H001506_T01_01_WG01	8	2	0	2	0	0
CURTIS_H004483_T01_01_WG01	0	100	18	116	28	39
CURTIS_H001579_T01_01_WG01	10	13	10	1	1	0
CURTIS_H004445_T01_01_WG01	0	99	8	54	17	50
CURTIS_H001394_T01_01_WG01	19	15	16	3	0	0
CURTIS_H002049_T01_01_WG01	152	54	118	14	1	17
CURTIS_H004423_T03_01_WG01	44	127	24	41	0	5
CURTIS_H004302_T01_01_WG01	31	0	2	0	0	0
CURTIS_H000462_T01_01_WG01	7	19	0	76	4	8
CURTIS_H004684_T01_01_WG01	123	0	34	0	0	2
CURTIS_H004271_T01_01_WG01	321	192	80	14	8	17
CURTIS_H001701_T01_01_WG01	23	20	24	3	0	1
CURTIS_H004047_T01_01_WG01	117	9	47	21	0	18
CURTIS_H001669_T01_01_WG01	19	24	0	57	0	0
CURTIS_H004406_T01_01_WG01	114	185	310	30	6	48
CURTIS_H004190_T01_01_WG01	70	24	6	27	1	14
CURTIS_H004258_T01_01_WG01	160	47	24	13	0	14
CURTIS_H001665_T01_01_WG01	0	37	21	35	6	3
CURTIS_H001642_T01_01_WG01	0	5	0	1	0	0
CURTIS_H000468_T01_01_WG01	40	47	13	3	0	7
CURTIS_H002084_T01_01_WG01	102	38	62	10	0	11
CURTIS_H001575_T01_01_WG01	4	1	2	0	1	0
CURTIS_H000530_T01_01_WG01	115	57	53	33	0	13
CURTIS_H001591_T01_01_WG01	150	0	114	5	0	3
CURTIS_H004004_T02_01_WG01	95	36	3	55	4	3
CURTIS_H004451_T01_01_WG01	0	56	2	86	5	0
CURTIS_H000378_T01_01_WG01	11	5	8	0	0	0
CURTIS_H001547_T01_01_WG01	57	5	15	7	1	0
CURTIS_H001553_T01_01_WG01	2	3	0	0	0	0
CURTIS_H004766_T01_01_WG01	70	77	66	4	0	0
CURTIS_H004475_T01_01_WG01	18	153	251	38	0	24
CURTIS_H002050_T01_01_WG01	1	0	0	1	525	19
CURTIS_H001525_T01_01_WG01	119	89	60	20	2	39
CURTIS_H004132_T01_01_WG01	77	42	33	16	0	12
CURTIS_H004046_T01_01_WG01	98	68	31	47	6	13
CURTIS_H004574_T01_01_WG01	31	41	28	10	1	1
CURTIS_H000491_T01_01_WG01	0	2	0	0	0	0
CURTIS_H000407_T01_01_WG01	0	45	9	143	1	15
CURTIS_H004380_T01_01_WG01	17	30	33	7	0	24
CURTIS_H000475_T01_01_WG01	9	38	20	0	1	4
CURTIS_H004649_T01_01_WG01	19	22	12	14	0	5
CURTIS_H004743_T01_01_WG01	2	0	0	0	724	0
CURTIS_H004635_T01_01_WG01	225	62	52	41	8	13
CURTIS_H004275_T01_01_WG01	252	161	150	53	3	8
CURTIS_H000410_T01_01_WG01	10	29	0	17	3	7
CURTIS_H001412_T01_01_WG01	2	8	6	2	0	3
CURTIS_H001588_T01_01_WG01	25	8	0	0	2	6
CURTIS_H002051_T01_01_WG01	13	118	21	6	0	454
CURTIS_H001586_T01_01_WG01	50	52	100	0	0	2
CURTIS_H001483_T01_01_WG01	187	39	92	5	2	6
CURTIS_H000539_T01_01_WG01	49	47	7	6	0	85
CURTIS_H000494_T01_01_WG01	0	42	1	92	52	42
CURTIS_H004250_T01_01_WG01	47	9	6	9	0	5
CURTIS_H000398_T01_01_WG01	1	30	41	18	2	0
CURTIS_H000484_T01_01_WG01	0	11	0	5	0	4
CURTIS_H004336_T01_01_WG01	25	25	22	19	0	5
CURTIS_H004278_T01_01_WG01	21	35	12	1	0	13
CURTIS_H001593_T01_01_WG01	12	53	0	98	1	0
CURTIS_H001400_T01_01_WG01	241	81	50	20	0	26
CURTIS_H004388_T01_01_WG01	121	44	101	14	1	17
CURTIS_H001707_T01_01_WG01	6	5	5	1	0	1
CURTIS_H004322_T01_01_WG01	67	17	21	15	0	13
CURTIS_H004656_T01_01_WG01	44	22	13	5	0	9
CURTIS_H004559_T01_01_WG01	26	3	14	0	0	1
CURTIS_H001442_T01_01_WG01	81	25	26	20	0	59
CURTIS_H004632_T01_01_WG01	166	33	54	24	0	21
CURTIS_H004026_T01_01_WG01	185	132	43	34	2	73
CURTIS_H004260_T01_01_WG01	65	118	37	11	10	11
CURTIS_H002078_T01_01_WG01	0	55	0	10	0	290
CURTIS_H004239_T01_01_WG01	73	96	62	42	0	108
CURTIS_H000573_T01_01_WG01	22	97	20	43	182	31
CURTIS_H001498_T01_01_WG01	5	4	8	1	0	0
CURTIS_H004042_T01_01_WG01	87	160	12	24	0	14
CURTIS_H004062_T01_01_WG01	94	96	34	16	1	3
CURTIS_H004751_T01_01_WG01	23	33	0	1	0	0
CURTIS_H004708_T01_01_WG01	124	124	8	41	2	58
CURTIS_H001393_T01_01_WG01	1	1	0	0	0	0
CURTIS_H004465_T01_01_WG01	14	27	5	9	1	3
CURTIS_H001723_T01_01_WG01	68	15	1	4	0	2
CURTIS_H004129_T01_01_WG01	0	27	0	1	0	55
CURTIS_H002057_T01_01_WG01	0	2	0	18	0	1
CURTIS_H004201_T01_01_WG01	53	113	4	64	13	2
CURTIS_H001697_T01_01_WG01	37	46	29	0	0	46
CURTIS_H002063_T01_01_WG01	24	152	64	106	188	35
CURTIS_H004390_T01_01_WG01	1	24	5	14	3	13
CURTIS_H000396_T01_01_WG01	132	107	419	32	0	14
CURTIS_H004075_T01_01_WG01	237	6	0	0	0	4
CURTIS_H001468_T01_01_WG01	138	0	158	9	0	7
CURTIS_H004087_T01_01_WG01	44	12	8	0	1	0
CURTIS_H004551_T01_01_WG01	145	3	128	4	2	2
CURTIS_H001699_T01_01_WG01	201	37	144	23	6	6
CURTIS_H000593_T01_01_WG01	8	84	14	33	4	3
CURTIS_H004163_T01_01_WG01	0	14	0	4	2	0
CURTIS_H004444_T01_01_WG01	114	38	69	36	0	7
CURTIS_H004471_T01_01_WG01	8	58	2	42	0	60
CURTIS_H004116_T01_01_WG01	107	9	12	13	0	2
CURTIS_H000427_T01_01_WG01	100	117	85	49	0	18
CURTIS_H004413_T01_01_WG01	12	30	0	3	0	0
CURTIS_H000513_T01_01_WG01	92	34	19	32	6	26
CURTIS_H002098_T01_01_WG01	1	67	3	29	235	42
CURTIS_H001426_T01_01_WG01	0	5	0	0	1	0
CURTIS_H001698_T01_01_WG01	194	6	147	9	0	6
CURTIS_H004377_T01_01_WG01	101	82	84	10	4	2
CURTIS_H004474_T01_01_WG01	284	0	291	11	0	6
CURTIS_H001504_T01_01_WG01	7	12	0	1	0	4
CURTIS_H004709_T01_01_WG01	57	266	66	0	2	52
CURTIS_H000782_T01_01_WG01	11	57	6	43	7	17
CURTIS_H001621_T01_01_WG01	1	0	1	5	57	3
CURTIS_H004323_T01_01_WG01	62	54	40	45	6	15
CURTIS_H004723_T01_01_WG01	0	155	4	139	9	0
