Sample	Subtype	Cohort	Cell type	Proportion
MB-5572	IC4ER-	METABRIC	CAFs	0.128142886971747
MB-5572	IC4ER-	METABRIC	T-cells	0.263773078890474
MB-5655	IC10	METABRIC	CAFs	0.112671655000624
MB-5655	IC10	METABRIC	T-cells	0.0889900398928439
MB-0200	IC10	METABRIC	CAFs	0.0788202884234771
MB-0200	IC10	METABRIC	T-cells	0.0783471191564103
MB-5633	IC4ER-	METABRIC	CAFs	0.149841469981246
MB-5633	IC4ER-	METABRIC	T-cells	0.168778712667697
MB-0278	IC10	METABRIC	CAFs	0.0952961995590425
MB-0278	IC10	METABRIC	T-cells	0.0451498693253575
MB-0531	IC4ER-	METABRIC	CAFs	0.299001185604571
MB-0531	IC4ER-	METABRIC	T-cells	0.0289875956514381
MB-0627	IC4ER-	METABRIC	CAFs	0.243863411946368
MB-0627	IC4ER-	METABRIC	T-cells	0.123812046474641
MB-5624	IC10	METABRIC	CAFs	0.142636490721939
MB-5624	IC10	METABRIC	T-cells	0.0712799216673602
MB-5566	IC10	METABRIC	CAFs	0.178083329549673
MB-5566	IC10	METABRIC	T-cells	0.123752472169618
MB-0045	IC4ER-	METABRIC	CAFs	0.145568762097957
MB-0045	IC4ER-	METABRIC	T-cells	0.202015454629125
MB-0414	IC10	METABRIC	CAFs	0.136845676159208
MB-0414	IC10	METABRIC	T-cells	0.216997155533029
MB-0396	IC10	METABRIC	CAFs	0.0836124297705664
MB-0396	IC10	METABRIC	T-cells	0.194310434154672
MB-0874	IC10	METABRIC	CAFs	0.0977451819475488
MB-0874	IC10	METABRIC	T-cells	0.124374883806209
MB-0179	IC4ER-	METABRIC	CAFs	0.292980432132632
MB-0179	IC4ER-	METABRIC	T-cells	0.183997310984583
MB-0269	IC4ER-	METABRIC	CAFs	0.304574548201326
MB-0269	IC4ER-	METABRIC	T-cells	0.101749101194366
MB-0582	IC10	METABRIC	CAFs	0.0229505630163436
MB-0582	IC10	METABRIC	T-cells	0.0216275465252327
MB-0464	IC10	METABRIC	CAFs	0.113759939992908
MB-0464	IC10	METABRIC	T-cells	0.108939638939011
MB-0163	IC10	METABRIC	CAFs	0.20742877236225
MB-0163	IC10	METABRIC	T-cells	0.0486353334447156
MB-0149	IC10	METABRIC	CAFs	0.0968931559511691
MB-0149	IC10	METABRIC	T-cells	0.028023811276467
MB-0303	IC10	METABRIC	CAFs	0.120110526021713
MB-0303	IC10	METABRIC	T-cells	0.114222479597073
MB-0340	IC10	METABRIC	CAFs	0.0846169280512108
MB-0340	IC10	METABRIC	T-cells	0.124031045701563
MB-0436	IC10	METABRIC	CAFs	0.242045094672681
MB-0436	IC10	METABRIC	T-cells	0.0434554168455703
MB-0588	IC4ER-	METABRIC	CAFs	0.177614995650006
MB-0588	IC4ER-	METABRIC	T-cells	0.0884573106574316
MB-7089	IC10	METABRIC	CAFs	0.126663697449364
MB-7089	IC10	METABRIC	T-cells	0.153500113526419
MB-7119	IC10	METABRIC	CAFs	0.178313108975406
MB-7119	IC10	METABRIC	T-cells	0.133100920161467
MB-7012	IC10	METABRIC	CAFs	0.113806742704557
MB-7012	IC10	METABRIC	T-cells	0.0545305315137306
MB-0174	IC10	METABRIC	CAFs	0.224087823037169
MB-0174	IC10	METABRIC	T-cells	0.0730738249490823
MB-5547	IC10	METABRIC	CAFs	0.131224813419967
MB-5547	IC10	METABRIC	T-cells	0.0479586806312694
MB-5527	IC4ER-	METABRIC	CAFs	0.0620740692287105
MB-5527	IC4ER-	METABRIC	T-cells	0.220147742271107
MB-5465	IC10	METABRIC	CAFs	0.368320407560353
MB-5465	IC10	METABRIC	T-cells	0.0843419715954535
MB-5453	IC4ER-	METABRIC	CAFs	0.0744160900329366
MB-5453	IC4ER-	METABRIC	T-cells	0.0779631672469541
